RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,PHX,82,64,18,984.0,115.8,108.1,7.7,59.2,2.01,18.5,27.3,71.9,50.4,12.7,54.8,58.4,101.17,54.3,
2,MEM,82,56,26,984.0,115.3,112.5,2.8,58.4,1.9,17.8,32.5,72.5,52.2,13.2,53.0,56.5,101.05,51.7,
3,GSW,82,53,29,984.0,115.1,104.6,10.5,66.6,1.76,19.7,28.6,75.8,53.5,15.8,57.0,60.1,98.59,57.1,
3,MIA,82,53,29,984.0,113.8,107.2,6.5,68.0,1.83,19.8,30.5,75.1,52.9,15.5,55.1,58.3,95.66,53.8,
5,DAL,82,52,30,984.0,116.8,111.9,4.9,59.3,1.87,18.3,26.1,74.6,50.5,13.5,56.4,59.6,94.59,51.3,
6,BOS,82,51,31,984.0,120.5,108.7,11.8,61.2,1.97,19.2,29.6,71.1,51.4,13.7,56.9,60.6,97.34,56.5,
6,MIL,82,51,31,984.0,113.1,119.2,-6.1,55.9,1.77,16.3,26.7,72.6,49.2,12.4,52.0,56.7,101.51,47.1,
6,PHI,82,51,31,984.0,114.8,109.8,5.0,62.7,1.81,18.6,20.2,71.3,47.3,13.8,55.8,60.6,96.1,52.6,
9,UTA,82,49,33,984.0,116.1,110.8,5.3,54.4,1.47,16.7,30.3,75.0,53.3,15.5,56.6,59.8,98.44,52.9,
10,DEN,82,48,34,984.0,110.5,108.1,2.4,66.6,1.69,19.5,26.7,75.1,51.6,16.1,54.8,58.3,98.85,51.6,
10,TOR,82,48,34,984.0,111.6,108.5,3.2,54.1,1.73,16.1,30.6,73.1,50.7,12.9,51.4,54.7,96.0,49.3,
12,CHI,82,46,36,984.0,110.1,114.7,-4.5,58.6,1.71,17.3,26.5,75.0,50.1,13.8,51.7,56.0,100.02,47.7,
12,MIN,82,46,36,984.0,117.5,112.5,5.0,63.4,2.02,18.9,29.2,70.0,49.0,13.3,55.2,58.2,99.49,51.0,
14,BKN,82,44,38,984.0,113.7,113.3,0.4,63.0,1.89,19.5,24.5,69.8,48.3,14.2,55.6,59.1,98.71,51.6,
14,CLE,82,44,38,984.0,111.2,107.7,3.5,62.7,1.64,18.4,27.8,71.9,50.9,15.6,54.2,57.6,95.73,52.7,
16,ATL,82,43,39,984.0,116.4,113.6,2.8,58.8,2.1,18.2,26.9,72.2,49.7,12.0,54.4,58.1,98.12,51.0,
16,CHA,82,43,39,984.0,117.6,113.0,4.7,68.6,2.3,21.1,26.9,71.8,49.7,13.0,57.2,59.6,99.9,53.1,
18,LAC,82,42,40,984.0,112.2,109.0,3.2,60.4,1.71,18.1,25.8,70.8,49.1,14.6,54.8,58.3,99.24,51.6,
19,NYK,82,37,45,984.0,109.1,110.8,-1.7,54.4,1.44,15.0,31.4,72.0,50.9,14.4,50.0,53.8,95.41,47.6,
20,NOP,82,36,46,984.0,115.0,112.9,2.2,60.7,1.75,18.4,29.6,72.1,51.2,14.6,54.8,58.7,98.44,51.8,
21,WAS,82,35,47,984.0,110.7,113.8,-3.1,60.9,1.83,18.2,24.7,72.7,49.2,13.6,53.2,57.1,97.07,50.1,
22,SAS,82,34,48,984.0,110.1,112.7,-2.5,65.7,2.07,19.3,27.2,73.4,49.5,13.1,51.8,55.2,101.1,49.1,
23,LAL,82,33,49,984.0,110.7,114.7,-4.0,59.2,1.74,17.6,26.6,71.5,48.9,14.0,53.0,56.1,100.63,47.5,
24,SAC,82,30,52,984.0,107.2,116.6,-9.4,58.0,1.6,17.1,24.9,67.4,45.9,14.4,51.8,55.4,99.73,45.7,
25,POR,82,27,55,984.0,106.6,116.3,-9.7,59.8,1.56,17.0,27.3,73.1,48.7,14.9,51.4,54.6,99.1,43.7,
26,IND,82,25,57,984.0,106.0,113.3,-7.3,62.5,1.48,17.5,30.0,73.2,50.9,16.4,51.3,54.8,98.8,45.7,
27,OKC,82,24,58,984.0,103.8,110.7,-6.9,58.6,1.6,16.7,25.7,74.2,49.5,14.2,50.0,53.0,99.76,46.1,
28,DET,82,23,59,984.0,106.1,113.5,-7.4,63.0,1.69,17.5,27.8,71.4,48.5,14.3,49.6,53.7,98.17,45.5,
29,ORL,82,22,60,984.0,104.1,112.6,-8.5,59.8,1.55,16.8,26.4,74.2,49.7,14.7,50.0,53.6,100.0,44.7,
30,HOU,82,20,62,984.0,106.5,115.8,-9.3,61.5,1.44,17.6,23.9,72.3,47.8,16.4,54.0,56.7,100.63,45.0,
