RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,UTA,72,52,20,864.0,121.1,107.8,13.3,60.5,1.72,18.1,31.9,75.2,54.6,14.7,57.1,61.1,98.92,56.4,
2,PHX,72,51,21,864.0,119.4,114.0,5.4,60.2,2.0,19.3,26.6,70.9,49.4,13.3,57.1,61.1,97.89,52.7,
3,PHI,72,49,23,864.0,109.9,109.2,0.7,59.9,1.52,17.6,26.7,73.0,50.3,15.8,54.1,57.9,99.69,51.3,
4,BKN,72,48,24,864.0,117.7,114.6,3.1,61.1,1.88,19.4,25.9,72.7,50.7,14.3,58.9,61.5,99.97,52.2,
5,DEN,72,47,25,864.0,114.1,117.4,-3.4,62.7,1.86,18.8,31.0,73.9,51.6,14.4,53.8,57.3,96.83,48.9,
5,LAC,72,47,25,864.0,120.1,111.7,8.4,58.4,1.79,18.3,29.6,75.3,53.1,14.2,57.7,61.3,96.47,54.1,
7,MIL,72,46,26,864.0,120.4,113.7,6.8,56.1,1.88,18.0,28.7,75.3,52.7,13.1,57.3,60.7,103.86,53.5,
8,DAL,72,42,30,864.0,115.4,112.5,2.9,56.3,1.7,17.2,26.9,72.5,49.9,13.8,55.8,58.9,97.19,50.7,
8,LAL,72,42,30,864.0,107.2,106.6,0.6,64.6,1.72,18.6,25.8,76.1,50.9,14.9,52.5,55.6,98.28,50.5,
8,POR,72,42,30,864.0,116.7,115.6,1.1,53.7,1.83,16.7,25.9,71.2,48.4,12.3,55.4,58.9,98.0,49.9,
11,ATL,72,41,31,864.0,116.5,111.8,4.8,60.8,1.94,18.3,28.2,73.8,51.6,13.1,54.9,59.1,97.36,52.3,
11,NYK,72,41,31,864.0,107.9,109.6,-1.6,54.6,1.55,16.1,28.1,72.1,49.7,14.1,50.9,54.2,95.22,46.9,
13,MIA,72,40,32,864.0,112.1,107.8,4.3,66.2,1.92,19.6,23.7,75.7,50.0,14.0,54.6,58.3,96.78,52.8,
14,GSW,72,39,33,864.0,113.6,107.7,5.9,69.3,1.86,20.4,23.5,73.9,49.2,15.3,56.4,59.8,103.08,52.5,
15,MEM,72,38,34,864.0,115.7,108.9,6.7,61.8,2.04,19.4,30.6,72.2,51.7,13.5,54.7,57.7,101.25,54.0,
16,BOS,72,36,36,864.0,117.3,113.4,3.9,58.2,1.68,18.1,28.5,74.7,51.9,14.9,57.4,60.7,99.72,51.4,
17,IND,72,34,38,864.0,111.8,113.0,-1.2,67.7,2.16,20.5,24.5,70.4,47.8,13.2,54.4,57.5,100.67,50.7,
17,WAS,72,34,38,864.0,109.8,109.7,0.1,61.3,1.94,18.2,24.8,73.8,49.2,12.9,51.8,55.8,102.92,50.6,
19,CHA,72,33,39,864.0,109.7,110.7,-1.0,67.4,1.69,19.6,26.8,71.4,49.1,16.2,54.4,56.9,99.22,49.4,
19,SAS,72,33,39,864.0,110.0,119.4,-9.5,57.6,2.05,17.8,25.3,72.9,48.3,11.9,51.9,55.1,99.67,45.4,
21,CHI,72,31,41,864.0,113.0,111.2,1.7,64.5,1.78,19.7,27.8,76.0,52.0,15.5,55.8,58.7,99.81,51.4,
21,NOP,72,31,41,864.0,113.7,114.3,-0.6,61.2,1.91,18.7,27.2,74.5,50.6,13.6,54.5,57.5,99.25,50.5,
21,SAC,72,31,41,864.0,112.3,116.5,-4.1,59.8,1.99,18.4,27.4,71.3,48.7,12.8,53.7,56.6,98.25,47.8,
24,TOR,72,27,45,864.0,108.9,110.5,-1.6,60.2,1.73,17.2,25.4,71.0,47.3,13.6,51.3,55.3,98.08,47.7,
25,MIN,72,23,49,864.0,107.7,111.9,-4.3,62.8,1.62,17.6,28.6,70.7,48.9,15.1,51.4,54.8,100.92,47.7,
26,CLE,72,22,50,864.0,102.5,115.1,-12.6,62.2,1.51,17.2,27.6,71.2,48.8,15.7,49.4,53.0,97.19,43.9,
26,OKC,72,22,50,864.0,99.7,117.2,-17.5,52.1,1.18,14.7,27.3,72.9,49.4,16.6,49.2,51.9,100.06,40.4,
28,ORL,72,21,51,864.0,108.4,115.1,-6.6,54.9,1.73,16.4,25.3,71.5,47.7,12.8,50.5,54.1,98.17,45.8,
29,DET,72,20,52,864.0,109.1,110.3,-1.2,64.0,1.52,17.9,26.0,71.0,48.7,16.0,53.1,57.6,98.39,50.2,
30,HOU,72,17,55,864.0,107.3,112.2,-4.8,59.9,1.59,17.2,24.1,73.7,48.4,14.5,52.2,55.4,99.67,46.9,
