RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,PHX,82,64,18,984.0,117.6,107.8,9.8,63.0,1.92,19.4,29.2,71.6,51.6,14.2,57.2,60.4,97.88,56.9,
2,MEM,82,56,26,984.0,111.6,112.3,-0.8,59.0,1.6,16.8,35.6,70.6,52.5,15.0,51.1,54.6,97.76,49.5,
3,GSW,82,53,29,984.0,111.4,105.1,6.4,62.3,1.82,18.6,23.2,72.2,49.0,13.9,55.4,58.4,95.22,53.7,
3,MIA,82,53,29,984.0,109.2,108.1,1.1,62.8,1.67,17.7,25.2,73.0,49.7,14.4,53.2,57.2,94.98,51.8,
5,DAL,82,52,30,984.0,105.6,105.8,-0.2,59.9,1.63,17.0,23.8,72.8,48.8,14.1,51.6,55.0,93.17,50.0,
6,BOS,82,51,31,984.0,111.4,110.9,0.5,58.9,1.55,16.5,30.0,71.2,50.8,14.7,52.0,56.7,95.73,50.9,
6,MIL,82,51,31,984.0,113.2,109.4,3.9,55.7,1.44,16.3,28.9,76.4,53.5,15.4,54.9,58.8,98.1,52.4,
6,PHI,82,51,31,984.0,109.6,108.2,1.5,56.9,1.62,16.4,27.5,73.7,50.9,13.8,51.4,56.0,94.32,51.3,
9,UTA,82,49,33,984.0,113.4,110.6,2.7,55.0,1.47,15.8,28.4,72.9,51.3,14.6,54.0,58.2,97.29,50.8,
10,DEN,82,48,34,984.0,106.9,114.9,-8.0,65.4,1.64,18.0,25.1,72.4,48.3,15.0,51.9,56.0,94.98,45.9,
10,TOR,82,48,34,984.0,113.3,108.8,4.5,54.7,1.71,15.6,36.2,72.0,53.0,12.9,50.1,53.9,94.0,51.6,
12,CHI,82,46,36,984.0,116.7,113.3,3.4,54.8,1.66,17.2,24.6,73.5,50.5,13.8,56.6,61.3,98.1,52.4,
12,MIN,82,46,36,984.0,109.8,113.4,-3.6,59.0,1.68,16.7,26.4,71.5,48.4,13.5,51.9,55.7,98.85,47.7,
14,BKN,82,44,38,984.0,108.6,108.8,-0.2,55.0,1.37,15.9,29.2,69.7,50.1,15.7,51.7,55.9,96.54,49.7,
14,CLE,82,44,38,984.0,109.7,113.1,-3.4,63.2,1.62,17.9,28.2,71.1,49.7,15.3,53.1,56.8,91.85,48.4,
16,ATL,82,43,39,984.0,108.3,113.2,-4.9,58.3,1.69,16.4,26.1,72.5,49.2,13.1,51.1,55.4,95.9,47.3,
16,CHA,82,43,39,984.0,114.1,110.7,3.4,61.9,1.97,18.3,27.9,68.3,48.3,12.9,54.1,57.3,98.0,52.0,
18,LAC,82,42,40,984.0,115.8,110.3,5.6,58.9,1.98,17.6,27.5,67.3,48.0,12.3,54.1,58.0,96.17,52.9,
19,NYK,82,37,45,984.0,107.7,109.6,-1.9,61.8,1.73,16.6,30.3,72.6,51.1,13.4,49.5,53.5,93.46,48.6,
20,NOP,82,36,46,984.0,115.5,113.8,1.8,63.2,1.86,17.8,34.1,74.9,53.5,13.7,51.5,56.4,96.15,50.5,
21,WAS,82,35,47,984.0,114.0,111.4,2.6,59.7,1.86,17.9,25.7,71.8,49.8,13.1,54.6,58.8,95.02,53.3,
22,SAS,82,34,48,984.0,110.3,107.3,2.9,60.3,2.02,17.9,28.6,70.1,49.0,12.4,51.1,54.4,96.63,52.5,
23,LAL,82,33,49,984.0,110.7,108.4,2.3,55.7,1.73,16.6,26.0,73.0,49.1,13.0,52.9,56.0,96.2,49.8,
24,SAC,82,30,52,984.0,108.9,114.0,-5.1,54.7,1.49,15.8,25.8,73.1,49.1,14.2,52.0,56.4,96.68,47.2,
25,POR,82,27,55,984.0,102.6,118.2,-15.5,58.8,1.38,15.6,27.9,70.1,47.8,15.3,48.5,52.7,96.76,41.5,
26,IND,82,25,57,984.0,111.4,111.9,-0.6,55.8,1.59,16.2,31.2,72.7,51.8,14.1,51.9,55.6,95.37,48.7,
27,OKC,82,24,58,984.0,106.1,107.3,-1.2,60.8,1.67,16.5,26.9,71.7,49.0,13.5,49.3,53.5,96.73,48.3,
28,DET,82,23,59,984.0,104.4,109.2,-4.8,60.9,1.48,16.1,28.1,70.7,48.0,14.9,48.0,52.8,96.83,45.9,
29,ORL,82,22,60,984.0,110.6,111.6,-1.0,59.4,1.7,17.2,24.0,73.2,49.2,13.6,53.0,57.4,97.63,49.8,
30,HOU,82,20,62,984.0,111.6,113.0,-1.4,59.2,1.43,16.8,30.0,69.3,49.3,16.2,53.4,57.0,98.29,47.5,
