RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,PHX,82,64,18,984.0,114.3,106.7,7.6,63.9,2.64,20.8,23.8,75.0,49.6,11.1,55.3,57.6,101.41,54.4,
2,MEM,82,56,26,984.0,116.9,106.3,10.6,60.8,2.49,19.2,33.5,75.1,53.1,11.3,53.1,55.2,102.2,55.3,
3,GSW,82,53,29,984.0,110.8,108.9,1.8,71.0,2.01,20.6,26.7,72.5,50.1,14.6,55.0,57.5,100.78,51.7,
3,MIA,82,53,29,984.0,113.7,105.3,8.3,67.1,2.04,20.0,27.1,75.4,51.8,13.8,54.6,57.9,98.07,55.2,
5,DAL,82,52,30,984.0,115.0,108.3,6.6,59.7,2.06,18.1,24.4,73.3,49.3,12.0,54.8,58.1,97.32,52.4,
6,BOS,82,51,31,984.0,111.4,102.0,9.4,62.7,1.94,19.5,24.2,75.7,51.2,13.9,55.4,57.8,98.59,56.1,
6,MIL,82,51,31,984.0,115.5,105.6,9.9,57.0,2.13,18.3,25.5,77.9,52.1,11.8,55.7,58.0,102.51,54.4,
6,PHI,82,51,31,984.0,115.1,110.2,4.9,63.1,2.5,19.3,21.6,72.7,47.5,10.5,54.6,58.4,99.12,52.4,
9,UTA,82,49,33,984.0,118.5,111.4,7.1,57.2,1.93,18.1,28.5,75.3,51.9,13.0,56.7,59.3,97.05,52.3,
10,DEN,82,48,34,984.0,117.2,111.2,6.0,67.9,2.16,21.7,26.3,78.8,53.9,14.3,58.5,61.2,101.07,54.0,
10,TOR,82,48,34,984.0,114.2,112.4,1.9,53.3,2.01,16.8,30.6,69.9,49.5,11.7,52.2,54.9,98.39,48.4,
12,CHI,82,46,36,984.0,110.4,112.2,-1.8,57.6,2.04,18.5,24.4,74.8,49.4,12.3,54.1,56.4,99.22,48.4,
12,MIN,82,46,36,984.0,114.8,105.8,9.0,61.4,1.77,18.5,28.4,71.3,50.0,14.6,54.9,58.3,104.37,53.4,
14,BKN,82,44,38,984.0,116.3,115.9,0.4,62.3,2.2,19.8,28.4,72.2,50.9,12.8,55.7,58.3,101.56,51.2,
14,CLE,82,44,38,984.0,112.7,107.0,5.8,65.1,2.07,19.9,28.3,73.7,51.2,13.6,54.2,56.8,99.9,53.5,
16,ATL,82,43,39,984.0,116.8,113.2,3.6,60.9,2.39,19.3,25.7,75.2,50.4,11.2,55.4,58.4,100.61,51.8,
16,CHA,82,43,39,984.0,110.4,117.4,-7.0,68.1,2.22,20.4,24.6,70.7,46.8,12.9,53.8,55.9,102.54,46.5,
18,LAC,82,42,40,984.0,105.0,109.9,-4.9,59.5,1.75,17.8,22.9,73.4,49.0,13.8,52.6,54.9,99.37,48.2,
19,NYK,82,37,45,984.0,111.2,112.1,-0.8,58.2,1.91,17.3,26.1,76.5,50.9,12.5,53.7,56.1,98.32,48.4,
20,NOP,82,36,46,984.0,107.8,112.0,-4.1,62.3,1.8,18.3,29.8,76.9,52.0,14.3,51.0,54.1,99.15,47.8,
21,WAS,82,35,47,984.0,109.1,113.0,-3.9,63.7,2.15,19.7,24.1,73.9,49.9,12.7,53.5,56.0,99.63,49.5,
22,SAS,82,34,48,984.0,114.6,111.4,3.2,65.6,2.49,20.7,26.5,72.0,49.7,11.8,55.3,57.5,102.93,52.5,
23,LAL,82,33,49,984.0,106.2,111.0,-4.8,58.3,1.56,17.6,25.5,75.3,50.6,15.3,53.1,55.6,102.66,47.6,
24,SAC,82,30,52,984.0,108.2,114.3,-6.1,61.6,2.03,18.5,23.6,75.0,48.9,12.6,52.5,55.0,102.37,46.9,
25,POR,82,27,55,984.0,106.5,114.2,-7.6,63.2,1.67,18.4,24.4,73.6,49.1,15.1,52.7,55.5,99.71,46.3,
26,IND,82,25,57,984.0,113.8,119.0,-5.3,65.8,2.1,20.1,29.6,73.2,50.9,13.7,54.6,57.1,100.37,47.7,
27,OKC,82,24,58,984.0,100.0,116.9,-16.9,56.7,1.63,16.0,24.3,72.5,47.4,13.2,48.0,50.9,100.37,40.4,
28,DET,82,23,59,984.0,102.4,115.2,-12.7,59.6,1.68,17.0,24.7,69.4,46.6,13.8,49.2,52.3,100.1,42.5,
29,ORL,82,22,60,984.0,100.2,112.5,-12.3,63.4,1.73,17.9,24.3,74.0,48.5,14.1,49.1,51.4,101.27,44.0,
30,HOU,82,20,62,984.0,109.5,116.9,-7.4,58.9,1.53,17.4,24.7,71.5,48.4,15.3,55.0,57.5,102.88,46.0,
