PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jaylen Wells,20:55,1,7,14.3,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,-9
Jaren Jackson Jr,28:31,5,18,27.8,2,5,40.0,2,2,100,0,5,5,2,3,0,5,5,14,-23
Zach Edey,10:57,2,4,50.0,0,0,0.0,2,2,100,2,1,3,2,0,0,2,5,6,-19
Desmond Bane,35:42,7,16,43.8,2,7,28.6,4,5,80.0,2,5,7,4,2,0,2,4,20,-15
Luke Kennard,25:21,3,7,42.9,0,2,0.0,0,0,0.0,0,3,3,3,2,0,0,0,6,-22
Scotty Pippen Jr,31:09,7,17,41.2,0,3,0.0,4,5,80.0,1,5,6,4,2,0,0,3,18,-4
Brandon Clarke,5:26,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
Santi Aldama,26:43,6,10,60.0,2,4,50.0,2,3,66.7,1,4,5,1,0,0,0,0,16,-1
Vince Williams Jr,17:56,2,4,50.0,0,2,0.0,0,0,0.0,0,2,2,3,0,1,0,0,4,0
John Konchar,20:20,1,3,33.3,1,2,50.0,0,0,0.0,1,2,3,2,1,1,0,1,3,-8
Jay Huff,13:03,2,4,50.0,1,3,33.3,3,4,75.0,1,2,3,2,1,2,1,1,8,11
Cam Spencer,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,5
Marvin Bagley II,2:00,1,1,100,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,5
TOTA,,37,92,40.2,8,30,26.7,17,21,81.0,10,30,40,23,11,4,10,20,99,-16
Deni Avdija,38:45,9,18,50.0,5,8,62.5,8,9,88.9,3,13,16,8,0,2,4,3,31,27
Toumani Camara,31:58,6,11,54.5,3,5,60.0,0,2,0.0,1,1,2,3,0,0,1,1,15,19
Donovan Clingan,26:04,2,4,50.0,1,1,100,2,2,100,4,7,11,0,0,3,1,5,7,21
Shaedon Sharpe,30:19,6,13,46.2,3,8,37.5,2,2,100,0,7,7,5,1,0,2,1,17,22
Anfernee Simons,35:60,8,24,33.3,2,9,22.2,4,4,100,3,2,5,3,1,0,2,1,22,23
Scoot Henderson,19:52,2,10,20.0,1,7,14.3,0,0,0.0,1,2,3,5,0,0,3,2,5,-9
Duop Reath,19:39,5,9,55.6,3,5,60.0,0,0,0.0,6,3,9,0,0,1,1,4,13,2
Kris Murray,18:13,1,3,33.3,0,2,0.0,0,0,0.0,1,3,4,0,0,0,2,0,2,-5
Matisse Thybulle,11:11,1,3,33.3,0,1,0.0,1,2,50.0,2,4,6,1,1,0,0,0,3,0
Dalano Banton,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Justin Minaya,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-5
Bryce McGowens,2:00,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-5
Rayan Rupert,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Deandre Ayton,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Jerami Grant,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,40,96,41.7,18,46,39.1,17,21,81.0,22,43,65,25,3,6,17,17,115,16
