PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Zion Williamson,30:16,12,16,75.0,0,0,0.0,5,9,55.6,0,5,5,8,3,0,3,5,29,9
Kelly Olynyk,29:53,6,8,75.0,1,1,100,0,0,0.0,2,2,4,0,1,1,2,4,13,-5
Yves Missi,26:05,6,12,50.0,0,0,0.0,1,4,25.0,3,4,7,2,0,3,0,1,13,-8
CJ McCollum,32:27,7,18,38.9,3,9,33.3,1,2,50.0,1,5,6,3,0,0,2,3,18,-1
Jose Alvarado,25:42,3,5,60.0,2,4,50.0,0,0,0.0,0,3,3,6,0,0,2,0,8,2
Bruce Brown,31:06,5,11,45.5,4,7,57.1,1,2,50.0,3,4,7,6,0,0,1,4,15,9
Karlo Matkovic,19:15,2,4,50.0,0,1,0.0,1,1,100,0,1,1,2,0,1,1,2,5,7
Jordan Hawkins,22:51,4,10,40.0,2,6,33.3,3,4,75.0,0,6,6,1,1,1,1,4,13,4
Jeremiah Robinson-Earl,22:25,2,5,40.0,1,1,100,0,0,0.0,2,5,7,0,0,0,1,2,5,3
Mo Bamba,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Keion Brooks Jr,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Antonio Reeves,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,47,89,52.8,13,29,44.8,12,22,54.5,11,35,46,28,5,6,13,25,119,4
Jaden McDaniels,24:09,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,4,0,2,0,4,5,-13
Julius Randle,27:33,7,10,70.0,2,4,50.0,1,2,50.0,0,3,3,3,0,1,6,2,17,-20
Rudy Gobert,31:08,3,4,75.0,0,0,0.0,4,6,66.7,2,7,9,1,0,1,0,4,10,4
Anthony Edwards,37:43,5,19,26.3,4,10,40.0,15,17,88.2,2,4,6,4,1,1,2,0,29,-6
Mike Conley,28:20,6,8,75.0,4,6,66.7,0,0,0.0,0,2,2,2,1,0,1,1,16,5
Naz Reid,33:34,3,11,27.3,2,7,28.6,1,2,50.0,2,5,7,4,1,1,1,1,9,6
Donte DiVincenzo,23:34,4,9,44.4,2,5,40.0,1,2,50.0,1,6,7,1,1,0,2,2,11,-5
Nickeil Alexander-Walker,21:09,1,7,14.3,0,3,0.0,7,7,100,2,2,4,2,2,0,2,3,9,-1
Jaylen Clark,11:46,4,5,80.0,1,2,50.0,0,0,0.0,0,2,2,0,1,0,0,2,9,12
Terrence Shannon Jr,1:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Rob Dillingham,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Luka Garza,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Bones Hyland,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Joe Ingles,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Josh Minott,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,35,77,45.5,16,39,41.0,29,36,80.6,9,31,40,21,7,6,14,19,115,-4
