PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Oshae Brissett,20:08,0,4,0.0,0,2,0.0,0,0,0.0,1,5,6,1,1,0,0,4,0,-15
Justin Edwards,30:24,7,14,50.0,3,8,37.5,2,2,100,0,2,2,2,2,1,2,1,19,-16
Guerschon Yabusele,19:39,4,9,44.4,3,8,37.5,0,0,0.0,2,2,4,2,1,0,1,2,11,-10
Quentin Grimes,32:11,10,21,47.6,3,7,42.9,5,6,83.3,2,0,2,5,3,0,5,3,28,-23
Jared Butler,23:40,3,13,23.1,1,8,12.5,0,0,0.0,0,2,2,4,1,0,0,1,7,-18
Ricky Council I,24:25,1,11,9.1,0,8,0.0,2,4,50.0,0,4,4,3,0,0,2,1,4,-21
Jalen Hood-Schifino,28:17,2,9,22.2,1,4,25.0,1,2,50.0,0,1,1,5,0,1,1,1,6,-18
Chuma Okeke,37:02,5,6,83.3,4,5,80.0,0,0,0.0,7,8,15,2,0,1,0,0,14,-14
Alex Reese,24:14,3,8,37.5,3,7,42.9,2,2,100,0,5,5,0,0,0,1,2,11,-30
Tyrese Maxey,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Kelly Oubre Jr,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Lonnie Walker I,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,35,95,36.8,18,57,31.6,12,16,75.0,12,29,41,24,8,3,12,15,100,-33
Dillon Jones,36:13,3,7,42.9,2,6,33.3,3,4,75.0,0,5,5,5,2,0,2,2,11,20
Jaylin Williams,37:46,7,11,63.6,3,5,60.0,2,2,100,4,13,17,11,2,0,3,3,19,33
Chet Holmgren,23:23,6,11,54.5,2,4,50.0,5,6,83.3,1,6,7,1,0,1,0,1,19,19
Isaiah Joe,29:19,7,13,53.8,5,9,55.6,2,2,100,0,3,3,5,0,0,3,0,21,35
Aaron Wiggins,28:49,10,18,55.6,4,10,40.0,2,3,66.7,0,4,4,6,0,0,1,2,26,32
Kenrich Williams,24:17,5,9,55.6,3,4,75.0,0,0,0.0,0,5,5,1,1,1,0,1,13,19
Branden Carlson,23:03,6,10,60.0,3,7,42.9,1,3,33.3,4,2,6,2,2,2,1,2,16,1
Adam Flagler,22:45,2,9,22.2,1,6,16.7,0,0,0.0,1,3,4,4,2,1,2,1,5,14
Alex Ducas,14:25,1,2,50.0,1,1,100,0,0,0.0,1,3,4,1,1,0,0,0,3,-8
Alex Caruso,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Ousmane Dieng,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Luguentz Dort,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,47,90,52.2,24,52,46.2,15,20,75.0,11,44,55,36,10,5,12,12,133,33
