PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Ausar Thompson,28:36,7,10,70.0,0,0,0.0,0,0,0.0,3,3,6,1,2,1,3,3,14,-1
Tobias Harris,35:14,6,9,66.7,0,1,0.0,1,2,50.0,0,5,5,2,1,4,1,0,13,-4
Jalen Duren,27:56,6,9,66.7,0,0,0.0,3,4,75.0,5,6,11,1,0,0,0,5,15,17
Tim Hardaway Jr,19:51,3,8,37.5,1,4,25.0,3,3,100,0,2,2,1,0,1,1,0,10,1
Cade Cunningham,35:38,11,25,44.0,3,4,75.0,0,0,0.0,4,8,12,11,1,2,5,3,25,-3
Isaiah Stewart,20:04,3,4,75.0,0,0,0.0,0,0,0.0,1,5,6,2,0,0,1,2,6,-14
Malik Beasley,28:40,5,11,45.5,5,10,50.0,1,2,50.0,0,1,1,3,0,0,0,2,16,7
Dennis Schroder,18:48,1,8,12.5,0,2,0.0,6,6,100,0,1,1,3,0,1,0,0,8,-1
Simone Fontecchio,12:49,1,3,33.3,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,3,2,2
Ronald Holland I,12:24,3,4,75.0,0,1,0.0,1,1,100,0,1,1,1,0,1,1,2,7,11
Paul Reed,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Marcus Sasser,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Lindy Waters II,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,46,91,50.5,9,23,39.1,15,18,83.3,13,34,47,25,4,10,12,20,116,3
Jaime Jaquez Jr,27:55,3,10,30.0,0,0,0.0,1,2,50.0,4,0,4,2,2,0,4,0,7,6
Bam Adebayo,37:01,12,24,50.0,2,5,40.0,4,4,100,3,6,9,8,1,1,2,3,30,-2
Kel'el Ware,32:32,7,10,70.0,0,2,0.0,0,0,0.0,3,9,12,0,1,3,3,3,14,1
Duncan Robinson,30:26,5,10,50.0,3,7,42.9,1,2,50.0,0,1,1,1,1,0,1,3,14,-4
Tyler Herro,36:41,10,20,50.0,3,9,33.3,6,6,100,0,4,4,3,0,0,2,1,29,8
Davion Mitchell,31:56,5,6,83.3,0,1,0.0,2,3,66.7,0,1,1,4,1,0,1,2,12,-11
Haywood Highsmith,25:42,1,4,25.0,1,3,33.3,0,0,0.0,1,2,3,3,1,1,0,3,3,-2
Alec Burks,14:08,1,4,25.0,1,4,25.0,1,1,100,0,3,3,2,0,0,0,0,4,-4
Pelle Larsson,3:39,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-7
Kyle Anderson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Nikola Jovic,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Kevin Love,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Terry Rozier,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Andrew Wiggins,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,44,90,48.9,10,32,31.3,15,18,83.3,11,26,37,24,7,5,13,15,113,-3
