PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Josh Green,22:33,2,7,28.6,0,3,0.0,1,1,100,0,2,2,1,1,1,3,0,5,-8
Miles Bridges,30:44,4,20,20.0,1,9,11.1,2,2,100,0,4,4,6,1,1,3,0,11,-13
Mark Williams,29:25,9,9,100,0,0,0.0,0,0,0.0,1,11,12,5,0,1,2,2,18,-4
DaQuan Jeffries,26:29,6,9,66.7,3,5,60.0,0,0,0.0,1,4,5,2,2,1,2,3,15,-7
KJ Simpson,25:10,5,11,45.5,3,5,60.0,1,2,50.0,0,2,2,3,1,0,3,5,14,-6
Nick Smith Jr,24:47,2,14,14.3,1,5,20.0,2,2,100,0,1,1,3,0,0,1,0,7,-6
Seth Curry,26:02,1,6,16.7,0,1,0.0,0,0,0.0,1,3,4,3,0,0,1,1,2,-6
Jusuf Nurkic,17:29,1,6,16.7,1,1,100,1,2,50.0,2,4,6,5,0,0,1,0,4,-3
Tidjane Salaun,24:28,5,8,62.5,0,2,0.0,2,3,66.7,5,9,14,1,0,0,1,1,12,-2
Moussa Diabate,12:53,4,6,66.7,0,0,0.0,1,3,33.3,3,3,6,0,0,1,0,0,9,0
Taj Gibson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Grant Williams,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,39,96,40.6,9,31,29.0,10,15,66.7,13,43,56,29,5,5,17,12,97,-11
Jamison Battle,32:28,1,7,14.3,0,5,0.0,0,0,0.0,1,3,4,2,2,0,1,1,2,10
Scottie Barnes,27:03,6,14,42.9,2,6,33.3,4,6,66.7,1,5,6,6,0,1,2,1,18,8
Jakob Poeltl,26:07,12,14,85.7,0,0,0.0,0,1,0.0,3,9,12,3,0,1,1,1,24,9
Ja'Kobe Walter,29:53,3,8,37.5,3,7,42.9,2,2,100,1,1,2,1,2,0,1,1,11,8
Immanuel Quickley,27:18,6,15,40.0,5,8,62.5,2,2,100,0,1,1,9,1,0,1,2,19,9
Jonathan Mogbo,24:43,2,8,25.0,1,4,25.0,0,0,0.0,2,3,5,2,1,0,0,2,5,7
Jamal Shead,22:21,7,16,43.8,1,7,14.3,2,2,100,0,4,4,4,2,0,0,2,17,2
Orlando Robinson,21:53,2,5,40.0,1,1,100,0,2,0.0,3,7,10,1,1,0,0,3,5,2
Cole Swider,19:02,2,5,40.0,1,4,25.0,0,0,0.0,0,0,0,0,0,1,0,2,5,7
,9:12,1,3,33.3,0,2,0.0,0,0,0.0,0,1,1,0,0,2,0,0,2,-7
Chris Boucher,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Garrett Temple,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,42,95,44.2,14,44,31.8,10,15,66.7,11,34,45,28,9,5,6,15,108,11
