PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Moses Moody,20:07,3,7,42.9,1,3,33.3,0,0,0.0,0,1,1,1,0,0,1,1,7,1
Jimmy Butler II,34:44,6,13,46.2,1,6,16.7,5,7,71.4,7,3,10,4,1,0,2,0,18,7
Draymond Green,25:33,2,6,33.3,0,3,0.0,2,2,100,1,4,5,6,2,1,2,6,6,16
Brandin Podziemski,31:26,4,11,36.4,1,7,14.3,1,2,50.0,0,6,6,2,1,0,0,3,10,9
Stephen Curry,33:54,7,21,33.3,5,16,31.3,4,5,80.0,0,4,4,6,3,0,1,2,23,10
Jonathan Kuminga,22:59,5,9,55.6,0,2,0.0,6,8,75.0,1,7,8,3,1,0,1,3,16,-5
Gui Santos,15:33,2,5,40.0,0,3,0.0,1,2,50.0,1,0,1,1,1,0,1,0,5,15
Buddy Hield,22:52,4,8,50.0,2,6,33.3,1,1,100,1,2,3,3,1,0,1,2,11,9
Quinten Post,17:35,5,11,45.5,3,9,33.3,2,2,100,3,3,6,2,0,0,1,2,15,10
Kevon Looney,13:44,0,1,0.0,0,0,0.0,0,0,0.0,4,2,6,1,0,0,0,3,0,4
Pat Spencer,0:47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
Kevin Knox I,0:47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
Trayce Jackson-Davis,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,38,92,41.3,13,55,23.6,22,29,75.9,18,32,50,29,10,1,10,22,111,16
Bruce Brown,32:22,6,11,54.5,2,4,50.0,4,4,100,2,5,7,1,2,2,1,4,18,-7
Kelly Olynyk,28:41,0,7,0.0,0,2,0.0,6,6,100,2,4,6,2,2,0,2,6,6,-3
Yves Missi,27:47,3,7,42.9,0,0,0.0,6,8,75.0,4,6,10,0,0,1,1,2,12,-8
Jordan Hawkins,27:22,2,10,20.0,2,7,28.6,2,2,100,1,4,5,1,0,0,0,0,8,-2
Jose Alvarado,27:27,4,12,33.3,0,3,0.0,2,3,66.7,1,2,3,4,0,1,2,1,10,-11
Jeremiah Robinson-Earl,19:06,5,9,55.6,1,3,33.3,0,0,0.0,2,0,2,2,1,0,2,2,11,-7
Elfrid Payton,23:21,2,7,28.6,0,0,0.0,0,1,0.0,2,3,5,10,0,0,4,2,4,-6
Karlo Matkovic,20:13,5,7,71.4,0,1,0.0,0,0,0.0,0,3,3,2,1,1,1,2,10,-8
Antonio Reeves,18:58,2,4,50.0,0,1,0.0,1,2,50.0,0,2,2,1,0,0,2,1,5,-17
Keion Brooks Jr,14:43,4,7,57.1,2,2,100,1,2,50.0,0,3,3,1,0,0,0,3,11,-11
CJ McCollum,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Lester Quinones,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,33,81,40.7,7,23,30.4,22,28,78.6,14,32,46,24,6,5,15,23,95,-16
