PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Cody Williams,23:18,1,6,16.7,0,4,0.0,0,0,0.0,0,1,1,2,2,0,1,2,2,-11
Kyle Filipowski,34:16,7,12,58.3,1,6,16.7,3,5,60.0,2,11,13,1,2,0,3,3,18,-17
Oscar Tshiebwe,25:51,2,5,40.0,0,0,0.0,3,3,100,7,3,10,1,1,0,2,2,7,-31
Collin Sexton,23:02,8,18,44.4,1,4,25.0,3,4,75.0,1,0,1,2,1,0,3,3,20,-30
Isaiah Collier,31:33,0,7,0.0,0,2,0.0,3,4,75.0,0,3,3,7,1,0,1,0,3,-18
Keyonte George,35:06,5,17,29.4,2,8,25.0,6,6,100,2,2,4,4,1,0,2,1,18,-17
KJ Martin,16:19,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-20
Johnny Juzang,20:22,4,7,57.1,0,3,0.0,2,2,100,1,3,4,1,0,0,2,2,10,-18
Brice Sensabaugh,22:12,5,12,41.7,2,6,33.3,0,0,0.0,1,4,5,1,2,0,3,4,12,-2
Svi Mykhailiuk,8:01,1,5,20.0,1,4,25.0,0,0,0.0,0,1,1,0,0,0,0,1,3,-16
Elijah Harkless,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Jaden Springer,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,33,93,35.5,7,40,17.5,20,24,83.3,14,28,42,21,10,0,17,19,93,-36
Michael Porter Jr,30:44,7,10,70.0,4,7,57.1,2,2,100,0,4,4,4,0,4,4,4,20,30
Aaron Gordon,26:01,2,4,50.0,1,2,50.0,1,4,25.0,0,5,5,5,0,0,2,1,6,24
Nikola Jokic,31:33,8,18,44.4,1,5,20.0,10,12,83.3,5,9,14,6,4,0,3,0,27,28
Peyton Watson,27:14,4,9,44.4,0,2,0.0,0,0,0.0,1,4,5,4,1,3,0,2,8,26
Christian Braun,27:59,7,11,63.6,0,1,0.0,2,2,100,1,3,4,2,1,0,1,1,16,29
Russell Westbrook,24:02,6,10,60.0,1,3,33.3,4,5,80.0,0,2,2,7,3,0,6,1,17,18
Zeke Nnaji,17:22,3,3,100,2,2,100,2,2,100,0,1,1,1,2,3,0,0,10,14
Jalen Pickett,20:46,0,2,0.0,0,1,0.0,0,0,0.0,0,4,4,4,1,0,1,2,0,10
Spencer Jones,6:24,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,1,1,0,-6
DeAndre Jordan,11:50,5,5,100,0,0,0.0,1,1,100,0,1,1,1,0,2,0,1,11,10
Hunter Tyson,6:51,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,1,0,1,0,1,3,1
PJ Hall,4:37,3,4,75.0,1,1,100,0,0,0.0,1,2,3,0,0,0,0,1,7,-2
Trey Alexander,4:37,2,3,66.7,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,1,4,-2
Vlatko Cancar,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Dario Saric,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,48,83,57.8,11,29,37.9,22,28,78.6,9,36,45,38,12,13,18,16,129,36
