PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jayson Tatum,38:23,10,24,41.7,2,11,18.2,3,3,100,2,12,14,2,0,1,4,0,25,9
Xavier Tillman,7:49,0,5,0.0,0,5,0.0,2,2,100,1,2,3,0,1,0,1,1,2,-6
Kristaps Porzingis,33:44,7,14,50.0,3,5,60.0,2,3,66.7,3,2,5,5,0,0,3,2,19,29
Derrick White,35:43,4,13,30.8,3,11,27.3,3,3,100,1,7,8,10,0,2,1,2,14,19
Jrue Holiday,30:51,5,10,50.0,4,6,66.7,4,4,100,1,6,7,7,1,0,1,0,18,21
Al Horford,36:54,9,18,50.0,6,13,46.2,2,2,100,2,6,8,2,0,0,1,2,26,13
Payton Pritchard,25:35,2,6,33.3,1,5,20.0,0,0,0.0,2,4,6,1,1,0,1,3,5,-6
Sam Hauser,24:58,2,6,33.3,2,6,33.3,2,2,100,0,3,3,3,1,0,0,1,8,-2
Baylor Scheierman,6:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-7
Jaylen Brown,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Torrey Craig,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Luke Kornet,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Neemias Queta,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Jordan Walsh,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,39,96,40.6,21,62,33.9,18,19,94.7,12,42,54,30,4,3,12,11,117,14
Jaylen Wells,25:47,4,8,50.0,2,6,33.3,0,0,0.0,2,2,4,2,0,0,0,0,10,-14
Jaren Jackson Jr,32:44,8,16,50.0,3,6,50.0,1,2,50.0,0,15,15,1,0,1,0,2,20,3
Zach Edey,12:45,2,3,66.7,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,4,4,-1
Desmond Bane,31:21,5,11,45.5,1,5,20.0,1,1,100,0,2,2,3,1,0,3,4,12,-16
Ja Morant,34:30,10,20,50.0,2,7,28.6,4,6,66.7,1,5,6,5,2,0,2,1,26,-6
Marvin Bagley II,12:35,1,3,33.3,0,1,0.0,0,2,0.0,1,4,5,1,1,1,0,1,2,-13
Santi Aldama,35:30,8,18,44.4,3,12,25.0,2,2,100,1,7,8,4,1,0,4,1,21,-13
Scotty Pippen Jr,17:10,2,8,25.0,0,4,0.0,1,2,50.0,0,1,1,3,1,0,1,3,5,-13
Luke Kennard,18:55,0,1,0.0,0,0,0.0,1,1,100,0,1,1,0,3,0,0,0,1,6
Vince Williams Jr,12:56,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,2,1
Jay Huff,2:23,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Lamar Stevens,1:08,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Cam Spencer,1:08,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
John Konchar,1:08,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
GG Jackson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,41,92,44.6,11,44,25.0,10,16,62.5,5,40,45,21,9,3,10,16,103,-14
