PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Dalen Terry,22:59,1,4,25.0,0,2,0.0,2,2,100,0,3,3,2,3,0,1,2,4,0
Matas Buzelis,30:38,5,12,41.7,2,7,28.6,2,2,100,0,7,7,1,1,4,1,2,14,-22
Nikola Vucevic,21:00,5,12,41.7,1,5,20.0,0,0,0.0,1,7,8,2,0,1,3,1,11,-24
Coby White,23:21,2,5,40.0,1,2,50.0,2,2,100,0,0,0,1,1,0,4,1,7,-39
Josh Giddey,27:31,6,15,40.0,1,5,20.0,2,3,66.7,4,4,8,10,1,0,4,1,15,-24
Patrick Williams,29:24,6,11,54.5,4,8,50.0,0,0,0.0,0,2,2,3,0,0,2,1,16,-32
Julian Phillips,17:57,2,4,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,1,1,5,-6
Zach Collins,15:00,1,2,50.0,0,1,0.0,0,0,0.0,2,2,4,4,0,0,1,3,2,-16
Jalen Smith,17:30,4,9,44.4,0,4,0.0,2,2,100,1,5,6,1,0,2,1,2,10,8
Jevon Carter,18:23,6,14,42.9,5,11,45.5,0,0,0.0,1,1,2,3,0,0,0,1,17,3
Talen Horton-Tucker,16:17,6,10,60.0,1,4,25.0,3,5,60.0,1,1,2,2,1,0,1,1,16,12
Lonzo Ball,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,44,98,44.9,16,51,31.4,13,16,81.3,10,33,43,29,7,7,19,16,117,-28
Jalen Williams,24:46,9,15,60.0,4,7,57.1,1,3,33.3,1,3,4,3,2,0,3,0,23,14
Chet Holmgren,25:31,2,7,28.6,1,2,50.0,0,0,0.0,0,6,6,3,0,0,3,2,5,20
Isaiah Hartenstein,24:50,7,9,77.8,0,0,0.0,0,0,0.0,1,6,7,2,1,0,0,2,14,21
Luguentz Dort,25:52,4,7,57.1,3,5,60.0,0,0,0.0,0,3,3,0,1,0,0,3,11,25
Shai Gilgeous-Alexander,27:16,9,14,64.3,2,2,100,7,7,100,0,0,0,12,0,2,2,0,27,29
Jaylin Williams,10:27,0,3,0.0,0,2,0.0,0,0,0.0,2,0,2,2,1,1,1,3,0,5
Isaiah Joe,24:07,10,17,58.8,8,14,57.1,3,3,100,0,2,2,1,1,0,1,0,31,14
Kenrich Williams,18:18,4,9,44.4,2,3,66.7,0,0,0.0,0,6,6,2,0,0,2,3,10,0
Cason Wallace,27:07,3,6,50.0,2,4,50.0,2,2,100,1,2,3,8,3,1,0,0,10,13
Alex Caruso,15:10,2,5,40.0,1,2,50.0,2,2,100,2,3,5,3,2,0,1,0,7,5
Branden Carlson,8:44,0,3,0.0,0,2,0.0,2,4,50.0,1,1,2,1,0,2,0,2,2,-5
Dillon Jones,7:52,2,3,66.7,0,0,0.0,1,2,50.0,1,3,4,2,0,0,1,1,5,-1
TOTA,,52,98,53.1,23,43,53.5,18,23,78.3,9,35,44,39,11,6,14,16,145,28
