PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
DeMar DeRozan,42:20,12,24,50.0,2,6,33.3,5,7,71.4,0,3,3,8,1,0,0,2,31,0
Keegan Murray,35:41,5,11,45.5,2,5,40.0,0,0,0.0,0,7,7,0,1,2,0,5,12,6
Domantas Sabonis,39:51,11,19,57.9,0,0,0.0,3,6,50.0,4,12,16,0,1,0,1,4,25,-6
Keon Ellis,27:06,3,4,75.0,2,3,66.7,1,2,50.0,0,3,3,4,1,0,0,2,9,-4
Zach LaVine,37:47,7,15,46.7,4,8,50.0,2,2,100,0,5,5,2,1,0,4,4,20,-13
Malik Monk,28:38,2,14,14.3,1,3,33.3,0,0,0.0,1,6,7,7,0,0,5,1,5,7
Trey Lyles,15:16,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,1,0,0,0,3,-4
Markelle Fultz,5:12,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,0
Jonas Valanciunas,8:09,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,1,0,2,4
Isaiah Crawford,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Jae Crowder,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Isaac Jones,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Mason Jones,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Doug McDermott,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,43,92,46.7,12,27,44.4,11,17,64.7,6,39,45,22,7,2,11,18,109,-2
Aaron Nesmith,34:45,7,16,43.8,1,8,12.5,9,9,100,0,6,6,0,1,2,1,3,24,13
Pascal Siakam,31:32,4,15,26.7,1,4,25.0,2,2,100,2,1,3,6,0,0,1,0,11,0
Thomas Bryant,21:52,3,7,42.9,1,3,33.3,0,0,0.0,1,6,7,1,0,1,0,1,7,-6
Andrew Nembhard,31:25,2,8,25.0,1,5,20.0,0,0,0.0,0,7,7,2,1,1,1,3,5,-4
Tyrese Haliburton,33:24,7,13,53.8,2,4,50.0,2,2,100,1,1,2,11,0,0,5,1,18,-5
Tony Bradley,7:47,2,2,100,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,2,4,-10
Obi Toppin,21:41,7,11,63.6,5,8,62.5,0,0,0.0,1,6,7,0,0,0,1,3,19,10
Jarace Walker,21:50,6,10,60.0,3,7,42.9,0,0,0.0,0,0,0,2,2,0,1,1,15,-1
,21:17,4,6,66.7,0,0,0.0,0,0,0.0,0,2,2,4,1,0,1,0,8,9
Ben Sheppard,14:27,0,2,0.0,0,2,0.0,0,0,0.0,1,2,3,2,1,0,1,0,0,4
RayJ Dennis,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Enrique Freeman,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Johnny Furphy,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Quenton Jackson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
James Johnson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,42,90,46.7,14,41,34.1,13,13,100,6,34,40,28,6,5,12,14,111,2
