PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Kyshawn George,39:57,6,11,54.5,4,8,50.0,3,4,75.0,1,6,7,5,3,1,2,4,19,-3
Justin Champagnie,39:07,6,10,60.0,2,5,40.0,2,2,100,3,10,13,2,2,0,1,1,16,13
Alex Sarr,31:44,12,28,42.9,5,9,55.6,5,5,100,4,2,6,5,1,1,2,4,34,8
Khris Middleton,19:52,4,10,40.0,2,6,33.3,0,0,0.0,1,3,4,4,1,0,0,2,10,-6
Jordan Poole,30:15,7,11,63.6,4,7,57.1,1,2,50.0,0,0,0,6,1,1,6,1,19,-3
Corey Kispert,15:02,2,5,40.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4,-6
Richaun Holmes,16:16,2,4,50.0,0,0,0.0,2,2,100,4,2,6,0,1,1,1,2,6,-5
Bub Carrington,30:02,4,12,33.3,1,6,16.7,0,0,0.0,0,4,4,7,0,0,4,2,9,10
AJ Johnson,17:45,3,4,75.0,1,2,50.0,2,2,100,0,2,2,4,2,0,1,1,9,7
Anthony Gill,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Colby Jones,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Marcus Smart,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Tristan Vukcevic,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,46,95,48.4,19,45,42.2,15,17,88.2,13,31,44,34,11,4,17,17,126,3
Christian Braun,34:55,4,4,100,1,1,100,0,0,0.0,1,2,3,4,3,0,3,0,9,-2
Michael Porter Jr,36:52,7,16,43.8,3,6,50.0,3,4,75.0,2,9,11,1,1,1,0,4,20,-13
Nikola Jokic,39:13,16,30,53.3,1,8,12.5,7,7,100,3,10,13,9,1,2,3,3,40,6
Russell Westbrook,36:59,9,19,47.4,4,8,50.0,0,0,0.0,0,4,4,11,1,0,3,2,22,0
Jamal Murray,36:33,9,16,56.3,3,8,37.5,3,3,100,3,3,6,7,4,0,3,2,24,19
Jalen Pickett,9:26,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,3,0,0,1,1,0,-7
Zeke Nnaji,20:40,2,5,40.0,0,2,0.0,2,3,66.7,0,1,1,2,1,3,2,4,6,4
Peyton Watson,22:48,1,3,33.3,0,0,0.0,0,0,0.0,1,2,3,3,1,2,1,3,2,-22
Vlatko Cancar,2:34,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0
PJ Hall,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Dario Saric,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Hunter Tyson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,48,95,50.5,12,34,35.3,15,17,88.2,10,32,42,40,12,8,17,20,123,-3
