PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Josh Hart,38:31,0,7,0.0,0,2,0.0,0,0,0.0,1,6,7,7,1,1,2,0,0,-5
OG Anunoby,38:19,7,15,46.7,2,3,66.7,7,9,77.8,3,6,9,2,3,1,2,3,23,-1
Karl-Anthony Towns,29:50,12,21,57.1,3,5,60.0,2,2,100,5,7,12,3,0,1,2,6,29,-1
Mikal Bridges,38:02,8,14,57.1,1,3,33.3,2,2,100,0,6,6,3,0,0,4,1,19,2
Miles McBride,37:43,8,17,47.1,3,6,50.0,0,0,0.0,1,4,5,4,0,1,2,3,19,3
Mitchell Robinson,16:22,1,3,33.3,0,0,0.0,0,0,0.0,3,2,5,0,0,1,0,1,2,4
Landry Shamet,20:34,1,4,25.0,0,1,0.0,0,0,0.0,0,3,3,0,1,0,0,1,2,-8
Cameron Payne,10:18,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,1,0,1,0,1,0,-6
Precious Achiuwa,10:22,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,1,0,0,-3
Tyler Kolek,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Anton Watson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Delon Wright,DNP - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,37,86,43.0,9,24,37.5,11,13,84.6,13,36,49,20,6,6,13,16,94,-3
Jimmy Butler II,32:40,3,11,27.3,1,2,50.0,4,4,100,3,3,6,7,1,0,1,2,11,10
Gui Santos,20:53,2,4,50.0,1,2,50.0,0,1,0.0,0,7,7,0,0,0,0,1,5,-1
Draymond Green,32:18,3,9,33.3,1,5,20.0,2,2,100,1,3,4,3,1,1,3,3,9,2
Moses Moody,33:30,7,14,50.0,4,8,50.0,0,0,0.0,0,1,1,1,2,0,0,0,18,10
Stephen Curry,35:00,8,20,40.0,4,13,30.8,8,9,88.9,0,7,7,5,0,1,3,2,28,-5
Jonathan Kuminga,20:25,3,8,37.5,0,0,0.0,4,6,66.7,3,2,5,5,0,1,1,1,10,-10
Quinten Post,19:27,2,4,50.0,1,3,33.3,0,0,0.0,2,4,6,2,0,1,0,2,5,2
Buddy Hield,14:34,1,7,14.3,1,7,14.3,0,0,0.0,0,2,2,0,1,0,1,0,3,-5
Gary Payton I,24:56,3,5,60.0,0,1,0.0,0,0,0.0,0,4,4,2,2,1,0,1,6,12
Kevon Looney,6:19,1,1,100,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,1,2,0
Trayce Jackson-Davis,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Pat Spencer,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,33,83,39.8,13,41,31.7,18,22,81.8,10,35,45,25,7,5,9,13,97,3
