PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Josh Green,27:13,3,8,37.5,0,4,0.0,2,2,100,1,0,1,2,1,1,0,2,8,-27
Miles Bridges,25:01,3,10,30.0,1,7,14.3,0,0,0.0,0,4,4,3,0,1,2,2,7,-10
Mark Williams,24:35,9,15,60.0,0,0,0.0,0,0,0.0,5,10,15,7,1,1,1,3,18,-18
DaQuan Jeffries,36:27,2,11,18.2,1,6,16.7,0,0,0.0,1,4,5,3,0,2,0,0,5,-35
LaMelo Ball,30:51,5,18,27.8,2,8,25.0,4,5,80.0,0,2,2,5,0,0,4,3,16,-34
Nick Smith Jr,20:01,4,9,44.4,1,3,33.3,0,0,0.0,0,1,1,1,0,0,1,0,9,-14
Jusuf Nurkic,12:01,2,6,33.3,0,1,0.0,0,0,0.0,0,5,5,0,1,0,2,1,4,-10
Seth Curry,12:27,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,-8
Marcus Garrett,17:09,3,5,60.0,1,2,50.0,0,0,0.0,0,1,1,2,0,0,0,3,7,-1
Wendell Moore Jr,21:10,4,5,80.0,0,1,0.0,0,0,0.0,1,5,6,2,1,0,1,3,8,-5
Moussa Diabate,13:05,2,4,50.0,0,0,0.0,2,2,100,3,0,3,1,0,0,0,1,6,-13
Taj Gibson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,37,94,39.4,6,33,18.2,8,9,88.9,11,33,44,27,5,5,11,18,88,-35
Kawhi Leonard,26:50,9,16,56.3,3,4,75.0,2,2,100,1,5,6,5,2,1,1,1,23,21
Derrick Jones Jr,27:52,5,7,71.4,1,2,50.0,1,2,50.0,1,2,3,0,0,0,0,1,12,29
Ivica Zubac,27:57,7,14,50.0,0,0,0.0,3,4,75.0,5,9,14,8,1,2,5,1,17,29
Norman Powell,22:40,3,13,23.1,1,4,25.0,0,0,0.0,0,1,1,0,1,0,0,0,7,5
James Harden,31:24,9,15,60.0,4,7,57.1,9,9,100,1,9,10,7,2,0,2,1,31,36
Bogdan Bogdanovic,19:14,3,4,75.0,1,1,100,0,0,0.0,0,4,4,1,0,0,1,1,7,14
Amir Coffey,20:08,4,13,30.8,1,4,25.0,0,0,0.0,2,1,3,1,1,0,0,0,9,6
Ben Simmons,14:51,0,3,0.0,0,0,0.0,0,0,0.0,2,0,2,3,0,1,0,1,0,7
Nicolas Batum,14:58,1,1,100,1,1,100,0,0,0.0,1,4,5,1,1,0,0,2,3,26
Drew Eubanks,12:00,2,3,66.7,0,0,0.0,3,4,75.0,4,5,9,1,0,1,1,1,7,2
Kobe Brown,7:22,1,1,100,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,2,2,0
Patty Mills,7:22,1,1,100,1,1,100,2,2,100,0,0,0,0,0,0,0,1,5,0
Cam Christie,7:22,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,2,1,0,0,0,0,0
TOTA,,45,93,48.4,13,26,50.0,20,23,87.0,17,41,58,30,10,5,10,12,123,35
