PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Zaccharie Risacher,22:35,7,13,53.8,2,8,25.0,0,0,0.0,1,1,2,0,0,0,2,3,16,-12
Mouhamed Gueye,16:55,1,4,25.0,0,3,0.0,0,0,0.0,1,1,2,1,0,3,0,2,2,-12
Onyeka Okongwu,32:27,7,11,63.6,1,2,50.0,6,7,85.7,2,13,15,1,3,3,1,3,21,9
Dyson Daniels,34:19,6,11,54.5,1,2,50.0,1,4,25.0,3,3,6,7,4,1,3,1,14,8
Trae Young,39:02,9,18,50.0,3,5,60.0,7,8,87.5,0,6,6,12,2,0,6,1,28,0
Vit Krejci,26:39,3,6,50.0,2,5,40.0,0,0,0.0,0,1,1,2,2,1,0,3,8,-2
Terance Mann,25:55,5,12,41.7,0,3,0.0,3,3,100,1,0,1,1,0,0,1,0,13,-15
Georges Niang,26:35,4,14,28.6,2,9,22.2,2,2,100,2,2,4,1,1,0,1,3,12,1
Dominick Barlow,15:33,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,3,0,1,0,-17
Jalen Johnson,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Caris LeVert,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Garrison Mathews,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,42,90,46.7,11,37,29.7,19,24,79.2,10,28,38,27,12,11,14,17,114,-8
Cameron Johnson,35:51,7,16,43.8,4,8,50.0,10,10,100,0,4,4,7,0,0,3,2,28,3
Jalen Wilson,30:12,5,11,45.5,2,4,50.0,1,1,100,3,1,4,6,0,0,0,1,13,-6
Nic Claxton,30:03,3,6,50.0,0,0,0.0,1,4,25.0,3,3,6,2,2,1,1,2,7,-12
Keon Johnson,28:53,8,20,40.0,4,9,44.4,2,2,100,3,5,8,5,1,1,3,4,22,3
Tyrese Martin,32:59,6,13,46.2,3,7,42.9,1,2,50.0,1,5,6,3,1,0,2,3,16,8
Trendon Watford,26:41,4,8,50.0,1,2,50.0,4,4,100,0,1,1,5,1,1,4,2,13,7
Maxwell Lewis,22:23,4,7,57.1,2,4,50.0,0,0,0.0,0,1,1,2,2,0,1,1,10,17
Day'Ron Sharpe,17:57,4,7,57.1,0,0,0.0,0,0,0.0,0,7,7,2,0,2,1,2,8,20
Reece Beekman,15:01,2,2,100,1,1,100,0,0,0.0,2,1,3,1,0,0,0,1,5,0
Noah Clowney,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Cam Thomas,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Ziaire Williams,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,43,90,47.8,17,35,48.6,19,23,82.6,12,28,40,33,7,5,15,18,122,8
