RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,BOS,82,64,18,984.0,117.9,110.9,7.0,61.7,2.02,18.2,30.7,72.4,51.9,12.8,54.9,58.6,93.9,54.2,
2,DEN,82,57,25,984.0,114.8,109.9,4.8,64.0,1.99,19.4,28.8,70.6,50.9,13.7,55.4,58.7,95.29,54.1,
2,OKC,82,57,25,984.0,117.8,115.7,2.2,59.7,1.74,18.5,28.0,71.4,50.5,14.6,57.9,61.5,97.98,52.1,
4,MIN,82,56,26,984.0,114.7,109.9,4.8,66.2,1.94,19.4,27.9,72.3,50.6,14.0,55.9,59.2,96.22,53.5,
5,LAC,82,51,31,984.0,118.4,118.9,-0.5,58.9,1.81,17.6,31.1,67.7,49.6,13.6,54.8,59.5,96.0,49.8,
6,DAL,82,50,32,984.0,117.0,115.5,1.5,62.1,2.34,18.9,26.3,71.2,48.6,11.3,55.6,58.7,97.68,51.7,
6,NYK,82,50,32,984.0,115.4,111.1,4.3,56.7,1.66,16.5,31.7,74.2,52.6,13.8,53.3,57.2,94.66,51.4,
8,MIL,82,49,33,984.0,118.7,119.1,-0.3,60.0,1.82,17.9,26.8,71.0,49.3,13.5,56.6,60.9,98.76,49.7,
8,NOP,82,49,33,984.0,114.1,115.8,-1.7,61.2,1.77,18.1,28.5,68.7,49.0,14.2,54.6,58.4,95.85,49.5,
8,PHX,82,49,33,984.0,105.1,116.7,-11.6,60.5,1.43,16.9,25.9,66.1,46.8,16.0,51.8,56.0,94.9,46.1,
11,CLE,82,48,34,984.0,113.2,113.4,-0.2,64.5,1.8,18.9,27.1,72.7,50.3,14.5,54.9,58.6,93.95,51.5,
12,IND,82,47,35,984.0,118.8,115.3,3.5,61.7,2.07,19.3,28.8,70.1,49.5,13.1,56.8,60.2,99.9,52.0,
12,LAL,82,47,35,984.0,113.1,111.9,1.2,61.8,1.67,18.4,24.8,70.7,49.0,15.0,55.2,59.4,96.95,51.7,
12,ORL,82,47,35,984.0,112.2,109.3,2.9,58.0,1.56,16.7,29.7,74.1,51.8,14.7,53.0,57.3,94.56,51.6,
12,PHI,82,47,35,984.0,116.2,113.3,2.9,58.9,1.9,17.3,30.1,70.2,49.5,12.7,52.9,57.6,97.54,50.4,
16,GSW,82,46,36,984.0,117.0,119.0,-2.0,64.7,2.01,19.3,33.5,68.4,50.7,13.8,54.8,58.2,97.76,48.7,
16,MIA,82,46,36,984.0,107.9,113.4,-5.5,57.9,1.65,16.3,26.8,73.5,49.5,13.5,50.3,55.0,94.66,46.8,
16,SAC,82,46,36,984.0,114.3,116.6,-2.3,60.3,1.84,17.4,33.6,70.4,50.9,13.5,51.9,55.5,95.83,48.0,
19,HOU,82,41,41,984.0,114.6,113.7,1.0,55.9,1.93,16.6,32.3,72.0,51.6,12.1,51.7,55.4,98.56,50.0,
20,CHI,82,39,43,984.0,117.7,117.4,0.4,55.7,1.86,17.1,30.9,68.2,49.7,12.7,54.5,58.8,94.98,50.3,
21,ATL,82,36,46,984.0,114.4,117.4,-3.0,58.0,1.61,16.6,31.1,72.4,50.8,14.3,52.6,57.4,99.17,47.3,
22,BKN,82,32,50,984.0,115.3,115.7,-0.4,57.2,1.72,16.8,31.0,70.2,50.3,13.6,53.2,57.1,95.49,49.2,
23,UTA,82,31,51,984.0,115.0,113.9,1.1,62.6,1.56,18.1,31.1,71.0,52.0,16.2,54.5,59.3,98.12,51.1,
24,MEM,82,27,55,984.0,110.4,109.2,1.2,58.1,1.4,16.1,32.7,68.6,50.7,16.0,51.3,55.9,95.88,50.4,
25,TOR,82,25,57,984.0,113.8,117.8,-4.1,63.2,1.95,18.4,30.5,68.8,49.2,13.3,52.7,56.8,98.63,48.2,
26,SAS,82,22,60,984.0,116.3,117.0,-0.7,71.0,2.1,20.6,28.2,71.8,49.6,14.0,55.6,59.3,99.39,50.1,
27,CHA,82,21,61,984.0,116.7,117.8,-1.1,57.5,1.8,17.5,25.5,68.4,47.2,13.2,56.1,59.8,96.2,48.3,
27,POR,82,21,61,984.0,106.6,108.9,-2.3,55.1,1.26,15.2,35.2,69.2,51.6,16.8,49.1,53.4,95.66,46.1,
29,WAS,82,15,67,984.0,113.4,112.8,0.5,61.1,2.09,18.6,26.1,67.3,46.5,12.4,53.2,56.6,101.17,48.9,
30,DET,82,14,68,984.0,111.9,115.3,-3.3,59.8,1.68,17.2,27.3,73.0,49.5,14.0,51.9,56.8,98.32,47.0,
