PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jaylen Brown,28:19,7,15,46.7,4,9,44.4,6,6,100,0,3,3,5,1,0,1,4,24,24
Al Horford,26:18,5,10,50.0,2,7,28.6,4,4,100,4,6,10,5,1,2,0,1,16,24
Kristaps Porzingis,28:50,10,15,66.7,4,5,80.0,6,8,75.0,4,4,8,2,0,2,2,3,30,27
Derrick White,31:13,5,11,45.5,4,10,40.0,2,2,100,0,4,4,7,0,0,2,4,16,34
Jrue Holiday,29:30,6,10,60.0,2,5,40.0,2,2,100,0,2,2,3,1,0,0,1,16,28
Sam Hauser,20:40,4,5,80.0,3,4,75.0,0,0,0.0,0,3,3,3,3,0,0,1,11,10
Payton Pritchard,24:48,3,10,30.0,1,8,12.5,0,0,0.0,1,5,6,4,1,0,2,2,7,3
Baylor Scheierman,12:43,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,4,1,0,1,1,3,-6
Luke Kornet,18:21,1,3,33.3,0,0,0.0,0,0,0.0,0,5,5,0,0,2,0,0,2,15
Torrey Craig,6:26,1,1,100,1,1,100,0,0,0.0,0,3,3,0,0,0,0,1,3,-3
Neemias Queta,6:26,2,4,50.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,1,0,4,-3
Jordan Walsh,6:26,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,1,0,0,-3
Jayson Tatum,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,45,89,50.6,22,52,42.3,20,22,90.9,11,37,48,33,8,7,10,18,132,30
Ryan Dunn,21:44,2,9,22.2,2,6,33.3,0,2,0.0,3,2,5,0,3,0,0,2,6,-27
Kevin Durant,29:55,11,16,68.8,3,4,75.0,5,5,100,0,1,1,2,0,0,1,2,30,-22
Nick Richards,18:49,5,7,71.4,0,0,0.0,0,0,0.0,2,2,4,0,0,0,2,1,10,-19
Devin Booker,34:07,4,13,30.8,1,6,16.7,5,6,83.3,1,6,7,10,0,0,3,2,14,-33
Collin Gillespie,15:58,2,5,40.0,1,3,33.3,0,0,0.0,1,0,1,0,0,0,0,3,5,-14
Royce O'Neale,16:14,0,3,0.0,0,3,0.0,0,0,0.0,0,3,3,0,0,1,1,3,0,-14
Tyus Jones,21:06,3,5,60.0,2,4,50.0,0,0,0.0,0,4,4,5,1,0,0,1,8,-8
Oso Ighodaro,21:28,2,5,40.0,0,0,0.0,2,2,100,1,1,2,0,0,0,0,0,6,-12
Cody Martin,13:09,3,9,33.3,1,7,14.3,1,1,100,1,0,1,1,0,0,1,0,8,-3
Grayson Allen,14:15,0,3,0.0,0,2,0.0,2,3,66.7,0,1,1,1,1,0,1,1,2,-5
Mason Plumlee,10:45,0,2,0.0,0,0,0.0,0,0,0.0,1,4,5,2,0,1,1,2,0,1
Bol Bol,6:26,3,3,100,2,2,100,0,0,0.0,0,1,1,0,1,1,0,0,8,3
Monte Morris,6:07,0,3,0.0,0,2,0.0,2,2,100,1,1,2,1,1,0,1,0,2,3
Damion Lee,6:07,1,4,25.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,0,3,3
Vasilije Micic,3:50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-3
TOTA,,36,87,41.4,13,41,31.7,17,21,81.0,11,27,38,22,7,3,13,18,102,-30
