PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
AJ Johnson,34:00,4,13,30.8,1,7,14.3,0,0,0.0,1,4,5,6,0,0,1,2,9,10
Justin Champagnie,21:49,7,12,58.3,4,6,66.7,0,0,0.0,4,6,10,1,1,0,1,0,18,17
Alex Sarr,30:50,10,17,58.8,4,7,57.1,0,0,0.0,4,3,7,2,1,2,3,2,24,8
Jordan Poole,22:10,7,12,58.3,4,7,57.1,0,0,0.0,0,2,2,7,0,0,1,0,18,20
Bub Carrington,28:14,3,8,37.5,2,4,50.0,1,2,50.0,0,5,5,6,0,0,2,2,9,4
Colby Jones,27:39,3,7,42.9,2,4,50.0,0,4,0.0,1,3,4,2,0,1,1,0,8,-5
Jaylen Martin,31:57,5,9,55.6,1,3,33.3,1,1,100,0,6,6,3,0,0,0,2,12,-14
JT Thor,20:18,2,4,50.0,0,1,0.0,0,2,0.0,2,2,4,1,0,1,0,0,4,-7
Tristan Vukcevic,23:03,7,13,53.8,0,5,0.0,3,3,100,1,5,6,2,1,2,1,4,17,-8
Kyshawn George,NWT - Not With Team,,,,,,,,,,,,,,,,,,,
Anthony Gill,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Richaun Holmes,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,48,95,50.5,18,44,40.9,5,12,41.7,13,36,49,30,3,6,10,12,119,5
Ricky Council I,33:35,4,14,28.6,1,8,12.5,4,7,57.1,1,5,6,3,0,1,0,4,13,2
Justin Edwards,35:54,9,15,60.0,1,4,25.0,0,0,0.0,5,5,10,1,5,0,1,1,19,-6
Guerschon Yabusele,26:55,7,15,46.7,3,8,37.5,4,5,80.0,2,6,8,1,0,1,1,1,21,3
Quentin Grimes,33:28,6,16,37.5,4,9,44.4,6,6,100,0,3,3,4,2,0,2,1,22,-17
Jeff Dowtin Jr,27:56,5,10,50.0,1,3,33.3,0,0,0.0,0,1,1,3,0,0,0,1,11,-1
Jared Butler,25:34,5,10,50.0,4,7,57.1,0,0,0.0,1,4,5,4,0,0,0,2,14,1
Marcus Bagley,18:33,1,3,33.3,0,2,0.0,2,2,100,0,4,4,1,0,0,0,2,4,-13
Adem Bona,22:37,3,6,50.0,0,0,0.0,0,0,0.0,3,3,6,3,0,3,0,3,6,-4
Phillip Wheeler,15:28,2,9,22.2,0,5,0.0,0,0,0.0,1,3,4,2,0,0,0,0,4,10
Tyrese Maxey,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Kelly Oubre Jr,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Lonnie Walker I,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,42,98,42.9,14,46,30.4,16,20,80.0,13,34,47,22,7,5,4,15,114,-5
