PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Justin Edwards,39:14,8,18,44.4,3,6,50.0,3,5,60.0,2,1,3,3,0,2,2,2,22,-6
Chuma Okeke,34:53,3,8,37.5,2,5,40.0,0,0,0.0,4,4,8,2,0,0,2,1,8,-6
Guerschon Yabusele,27:45,4,8,50.0,1,2,50.0,2,4,50.0,4,3,7,3,0,0,2,2,11,-18
Quentin Grimes,34:57,7,18,38.9,3,10,30.0,9,11,81.8,0,5,5,6,1,0,4,1,26,-16
Jeff Dowtin Jr,25:50,7,11,63.6,1,2,50.0,2,3,66.7,2,2,4,3,3,2,2,1,17,-13
Alex Reese,21:18,3,4,75.0,1,2,50.0,1,1,100,1,2,3,1,1,0,0,2,8,2
Ricky Council I,18:57,5,11,45.5,0,3,0.0,4,5,80.0,0,3,3,1,1,0,1,6,14,4
Jared Butler,22:16,3,11,27.3,0,3,0.0,2,2,100,0,0,0,5,2,0,0,2,8,2
Oshae Brissett,14:51,0,2,0.0,0,1,0.0,5,6,83.3,0,4,4,0,0,0,0,1,5,-14
Adem Bona,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Tyrese Maxey,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Kelly Oubre Jr,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,40,91,44.0,11,34,32.4,28,37,75.7,13,24,37,24,8,4,13,18,119,-13
Zaccharie Risacher,26:54,9,15,60.0,3,7,42.9,1,1,100,1,1,2,2,0,1,2,3,22,5
Mouhamed Gueye,13:21,3,5,60.0,0,1,0.0,0,0,0.0,1,0,1,2,0,0,0,0,6,8
Onyeka Okongwu,29:05,6,7,85.7,1,1,100,1,2,50.0,1,8,9,2,2,1,3,5,14,15
Dyson Daniels,33:50,4,12,33.3,0,3,0.0,0,0,0.0,0,5,5,3,5,0,3,1,8,10
Trae Young,32:32,7,12,58.3,4,6,66.7,10,11,90.9,0,1,1,12,1,0,5,1,28,12
Georges Niang,23:34,6,9,66.7,5,8,62.5,3,3,100,1,2,3,2,1,0,2,6,20,13
Caris LeVert,28:29,3,11,27.3,1,5,20.0,0,1,0.0,1,2,3,7,1,1,1,2,7,10
Dominick Barlow,18:55,4,4,100,1,1,100,4,4,100,5,5,10,2,0,1,0,2,13,-2
Terance Mann,17:23,4,9,44.4,1,3,33.3,0,0,0.0,0,3,3,0,1,0,0,2,9,4
Vit Krejci,15:57,2,3,66.7,1,2,50.0,0,0,0.0,0,2,2,3,0,0,0,4,5,-10
Jalen Johnson,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Garrison Mathews,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,48,87,55.2,17,37,45.9,19,22,86.4,10,29,39,35,11,4,16,26,132,13
