PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Max Strus,18:28,3,6,50.0,1,4,25.0,0,0,0.0,0,3,3,2,0,0,1,0,7,20
Evan Mobley,21:07,4,10,40.0,0,4,0.0,3,5,60.0,4,7,11,1,0,3,1,1,11,20
Jarrett Allen,26:13,8,11,72.7,0,1,0.0,2,5,40.0,3,3,6,4,1,1,1,2,18,31
Donovan Mitchell,21:07,5,13,38.5,0,5,0.0,6,9,66.7,0,3,3,4,2,0,1,2,16,20
Darius Garland,26:13,4,13,30.8,2,8,25.0,2,2,100,0,7,7,4,2,1,2,2,12,31
Ty Jerome,19:58,4,6,66.7,3,4,75.0,1,2,50.0,1,2,3,3,1,0,0,2,12,-5
De'Andre Hunter,22:00,5,10,50.0,2,6,33.3,3,3,100,2,4,6,0,0,0,0,2,15,0
Sam Merrill,24:50,2,9,22.2,2,9,22.2,0,0,0.0,2,3,5,5,1,1,0,0,6,8
Dean Wade,17:24,2,5,40.0,1,4,25.0,0,0,0.0,1,3,4,1,0,1,0,0,5,0
Isaac Okoro,19:45,1,4,25.0,0,2,0.0,4,4,100,0,0,0,0,1,0,0,2,6,8
Craig Porter Jr,9:40,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,3,0,0,0,2,2,4
Javonte Green,8:57,2,4,50.0,0,1,0.0,0,1,0.0,0,0,0,0,1,0,0,1,4,4
Tristan Thompson,4:18,3,3,100,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,6,4
TOTA,,44,96,45.8,11,48,22.9,21,31,67.7,14,37,51,28,9,7,6,16,120,29
Cody Williams,22:23,1,9,11.1,1,8,12.5,0,0,0.0,0,1,1,0,0,1,0,4,3,-26
Kyle Filipowski,29:21,7,13,53.8,4,8,50.0,0,0,0.0,2,11,13,1,0,0,2,2,18,-14
Walker Kessler,31:21,3,12,25.0,1,8,12.5,0,4,0.0,5,8,13,2,0,3,1,3,7,-40
Collin Sexton,25:39,4,10,40.0,0,2,0.0,2,3,66.7,0,0,0,2,1,0,3,5,10,-18
Isaiah Collier,25:30,3,6,50.0,1,2,50.0,0,0,0.0,2,5,7,6,2,0,5,2,7,-30
Keyonte George,28:38,1,7,14.3,1,4,25.0,5,7,71.4,1,4,5,7,1,0,1,1,8,-19
Johnny Juzang,19:17,4,8,50.0,4,6,66.7,0,0,0.0,2,2,4,2,0,0,0,2,12,5
Jordan Clarkson,22:30,3,11,27.3,2,7,28.6,2,2,100,0,3,3,2,0,1,4,0,10,1
KJ Martin,18:50,2,6,33.3,0,2,0.0,2,2,100,0,3,3,3,0,0,0,4,6,-1
Brice Sensabaugh,16:28,4,7,57.1,2,3,66.7,0,0,0.0,1,2,3,0,0,0,2,1,10,-3
Jaden Springer,0:03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Svi Mykhailiuk,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Micah Potter,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,32,89,36.0,16,50,32.0,11,18,61.1,13,39,52,25,4,5,18,24,91,-29
