PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Kawhi Leonard,35:52,11,21,52.4,1,4,25.0,2,4,50.0,2,4,6,2,5,0,3,3,25,3
Nicolas Batum,22:43,4,8,50.0,3,5,60.0,0,0,0.0,3,4,7,2,1,1,1,1,11,7
Ivica Zubac,30:06,8,9,88.9,0,0,0.0,2,3,66.7,1,5,6,2,0,0,2,2,18,18
Kris Dunn,22:21,0,4,0.0,0,1,0.0,0,0,0.0,0,3,3,1,1,1,0,2,0,3
James Harden,36:18,8,14,57.1,4,8,50.0,5,6,83.3,0,8,8,7,2,2,6,2,25,24
Derrick Jones Jr.D. Jones Jr.,22:30,5,10,50.0,0,4,0.0,4,5,80.0,1,1,2,0,1,1,0,3,14,12
Amir Coffey,23:13,5,9,55.6,2,3,66.7,0,0,0.0,0,1,1,3,1,0,0,1,12,7
Bogdan BogdanovićB. Bogdanović,21:11,4,6,66.7,2,2,100,2,2,100,0,3,3,3,0,0,1,1,12,13
Ben Simmons,17:25,1,4,25.0,0,0,0.0,0,0,0.0,0,2,2,4,2,0,0,0,2,10
Cam Christie,2:10,1,1,100,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,4
Drew Eubanks,2:10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4
Kobe Brown,2:10,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,4
Patty Mills,1:51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,6
Jordan Miller,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTALS,,47,86,54.7,12,27,44.4,15,20,75.0,7,33,40,27,14,5,13,15,121,23
