PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jaden McDaniels,21:37,3,7,42.9,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,6,-7
Julius Randle,23:57,3,7,42.9,0,2,0.0,3,5,60.0,1,5,6,2,0,0,2,1,9,-12
Rudy Gobert,34:40,8,12,66.7,0,0,0.0,0,0,0.0,5,11,16,3,0,0,2,0,16,-3
Anthony Edwards,34:11,7,19,36.8,1,11,9.1,2,3,66.7,0,2,2,4,1,0,3,2,17,-24
Mike Conley,21:59,3,5,60.0,1,2,50.0,0,0,0.0,0,4,4,5,1,1,2,0,7,-8
Donte DiVincenzo,23:01,4,13,30.8,1,7,14.3,0,0,0.0,1,8,9,4,0,0,1,3,9,-2
Naz Reid,26:24,8,13,61.5,3,6,50.0,1,2,50.0,0,3,3,2,0,0,1,2,20,-5
Nickeil Alexander-Walker,23:51,2,7,28.6,2,5,40.0,0,0,0.0,1,1,2,2,1,0,3,0,6,-13
Jaylen Clark,18:30,3,5,60.0,0,1,0.0,0,0,0.0,1,1,2,1,2,1,0,2,6,-5
Luka Garza,2:30,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-1
Terrence Shannon Jr,2:30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-1
Rob Dillingham,2:30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Josh Minott,2:30,2,2,100,1,1,100,0,0,0.0,0,0,0,0,0,0,1,2,5,-1
Bones Hyland,1:50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,3
Joe Ingles,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,44,91,48.4,9,35,25.7,6,10,60.0,9,36,45,26,5,3,17,13,103,-16
Aaron Nesmith,24:13,7,9,77.8,3,3,100,0,0,0.0,2,5,7,1,0,0,0,1,17,16
Pascal Siakam,30:47,6,16,37.5,0,3,0.0,2,2,100,2,4,6,4,0,0,0,2,14,26
Myles Turner,29:21,3,10,30.0,1,5,20.0,0,0,0.0,0,9,9,1,2,4,2,1,7,9
Andrew Nembhard,32:48,3,7,42.9,0,1,0.0,0,0,0.0,0,3,3,5,2,0,2,0,6,19
Tyrese Haliburton,29:06,9,16,56.3,3,7,42.9,3,3,100,0,4,4,11,1,1,1,0,24,13
Obi Toppin,23:35,7,10,70.0,6,9,66.7,0,0,0.0,0,1,1,1,0,0,0,2,20,0
Bennedict Mathurin,22:10,3,8,37.5,0,3,0.0,5,5,100,2,4,6,2,1,0,3,5,11,1
Thomas Bryant,10:27,1,5,20.0,0,3,0.0,4,4,100,1,1,2,0,2,0,1,0,6,0
,17:10,5,10,50.0,0,0,0.0,0,0,0.0,1,4,5,4,1,0,0,0,10,4
Ben Sheppard,15:19,1,2,50.0,0,1,0.0,0,0,0.0,1,2,3,1,0,0,2,1,2,-3
Jarace Walker,1:50,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-3
Quenton Jackson,1:37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Johnny Furphy,1:37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Tony Bradley,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
James Johnson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,46,94,48.9,13,35,37.1,14,14,100,9,37,46,30,9,5,11,12,119,16
