home_team,schedule_team,schedule_matchup,DATE,TIME,location
POR,MIA,@ Miami,2025-01-21,7:30 PM,away
POR,CHA,@ Charlotte,2025-01-24,7:00 PM,away
POR,MIL,vs Milwaukee,2025-01-28,10:00 PM,home
POR,PHX,vs Phoenix,2025-02-01,10:00 PM,home
POR,IND,vs Indiana,2025-02-04,10:00 PM,home
POR,MIN,@ Minnesota,2025-02-08,8:00 PM,away
POR,DEN,@ Denver,2025-02-12,9:00 PM,away
POR,CHA,vs Charlotte,2025-02-22,10:00 PM,home
POR,WAS,@ Washington,2025-02-26,7:00 PM,away
POR,CLE,@ Cleveland,2025-03-02,3:30 PM,away
POR,BOS,@ Boston,2025-03-05,7:00 PM,away
POR,DET,vs Detroit,2025-03-09,9:00 PM,home
POR,NYK,vs New York,2025-03-12,10:00 PM,home
POR,WAS,vs Washington,2025-03-17,10:00 PM,home
POR,DEN,vs Denver,2025-03-21,10:00 PM,home
POR,CLE,vs Cleveland,2025-03-25,10:00 PM,home
POR,NYK,@ New York,2025-03-30,6:00 PM,away
POR,TOR,@ Toronto,2025-04-03,7:30 PM,away
POR,SAS,vs San Antonio,2025-04-06,6:00 PM,home
POR,GSW,vs Golden State,2025-04-11,10:00 PM,home
