home_team,schedule_team,schedule_matchup,DATE,TIME,location
NYK,SAC,vs Sacramento,2025-01-25,7:30 PM,home
NYK,DEN,vs Denver,2025-01-29,7:30 PM,home
NYK,HOU,vs Houston,2025-02-03,7:30 PM,home
NYK,BOS,vs Boston,2025-02-08,8:30 PM,home
NYK,ATL,vs Atlanta,2025-02-12,7:30 PM,home
NYK,CLE,@ Cleveland,2025-02-21,7:00 PM,away
NYK,PHI,vs Philadelphia,2025-02-26,7:00 PM,home
NYK,MIA,@ Miami,2025-03-02,6:00 PM,away
NYK,LAL,@ Los Angeles,2025-03-06,10:00 PM,away
NYK,SAC,@ Sacramento,2025-03-10,10:30 PM,away
NYK,GSW,@ Golden State,2025-03-15,8:30 PM,away
NYK,SAS,@ San Antonio,2025-03-19,8:00 PM,away
NYK,WAS,vs Washington,2025-03-22,8:00 PM,home
NYK,LAC,vs LA,2025-03-26,7:30 PM,home
NYK,POR,vs Portland,2025-03-30,6:00 PM,home
NYK,CLE,@ Cleveland,2025-04-02,7:00 PM,away
NYK,PHX,vs Phoenix,2025-04-06,7:00 PM,home
NYK,DET,@ Detroit,2025-04-10,7:00 PM,away
