PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jonathan Mogbo,26:50,1,7,14.3,0,0,0.0,0,0,0.0,2,4,6,2,0,0,0,0,2,-12
Scottie Barnes,30:33,5,13,38.5,1,2,50.0,5,8,62.5,2,2,4,3,0,0,5,3,16,-21
Colin Castleton,30:22,3,4,75.0,0,0,0.0,4,6,66.7,4,2,6,0,0,2,2,1,10,-28
Jamison Battle,29:33,5,14,35.7,4,12,33.3,0,0,0.0,0,3,3,1,0,0,0,0,14,-17
Immanuel Quickley,30:06,5,14,35.7,2,7,28.6,3,4,75.0,0,7,7,7,1,0,1,2,15,-21
,24:58,4,9,44.4,2,5,40.0,2,2,100,0,3,3,0,1,0,1,2,12,-32
Jamal Shead,23:09,1,8,12.5,0,5,0.0,1,1,100,0,1,1,4,1,0,1,1,3,-25
Orlando Robinson,20:53,6,12,50.0,0,0,0.0,0,0,0.0,4,4,8,3,0,0,0,3,12,-21
Garrett Temple,23:36,1,6,16.7,1,4,25.0,2,2,100,0,2,2,0,1,0,1,3,5,-23
Ochai Agbaji,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Chris Boucher,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Jakob Poeltl,DND - Rest,,,,,,,,,,,,,,,,,,,
TOTA,,31,87,35.6,10,35,28.6,17,23,73.9,12,28,40,20,4,2,11,15,89,-40
Ryan Dunn,24:19,7,16,43.8,3,7,42.9,0,0,0.0,3,3,6,0,0,1,1,2,17,4
Kevin Durant,26:21,5,7,71.4,1,1,100,3,3,100,0,3,3,3,1,0,4,1,14,5
Nick Richards,11:58,4,8,50.0,0,0,0.0,2,2,100,1,3,4,1,0,0,0,2,10,-4
Devin Booker,32:05,8,15,53.3,3,6,50.0,8,8,100,0,4,4,6,0,0,1,3,27,23
Collin Gillespie,16:18,1,4,25.0,1,3,33.3,0,0,0.0,0,2,2,2,0,1,0,1,3,-1
Mason Plumlee,4:16,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,2,1,0,-3
Tyus Jones,27:17,5,12,41.7,4,7,57.1,1,1,100,1,2,3,4,0,0,1,1,15,33
Royce O'Neale,23:47,4,8,50.0,3,6,50.0,0,0,0.0,1,9,10,3,1,1,0,2,11,38
Cody Martin,19:06,1,6,16.7,0,3,0.0,0,0,0.0,2,3,5,6,3,0,0,4,2,24
Oso Ighodaro,26:14,4,6,66.7,0,0,0.0,1,1,100,3,6,9,4,1,1,0,3,9,39
TyTy Washington Jr,6:11,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,3,0,0,0,1,3,10
Damion Lee,5:32,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,2,8
Monte Morris,5:32,4,5,80.0,4,4,100,0,0,0.0,0,1,1,0,1,0,0,0,12,8
Vasilije Micic,5:32,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,8
Bol Bol,5:32,2,2,100,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,4,8
TOTA,,47,92,51.1,20,39,51.3,15,15,100,12,42,54,34,7,4,10,21,129,40
