PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Devin Vassell,33:30,6,13,46.2,3,8,37.5,2,2,100,0,8,8,2,0,1,2,2,17,-15
Harrison Barnes,19:18,3,6,50.0,1,2,50.0,0,0,0.0,1,1,2,3,0,0,1,0,7,-13
Bismack Biyombo,19:51,2,3,66.7,0,0,0.0,0,0,0.0,0,4,4,1,0,0,0,3,4,-7
Stephon Castle,27:33,8,19,42.1,3,6,50.0,4,6,66.7,2,6,8,3,0,0,2,5,23,-8
Chris Paul,22:05,3,7,42.9,2,3,66.7,1,1,100,1,5,6,8,0,0,2,0,9,-12
Keldon Johnson,27:59,4,10,40.0,0,2,0.0,3,3,100,1,3,4,2,2,2,3,2,11,-7
Jeremy Sochan,26:06,7,9,77.8,1,3,33.3,0,0,0.0,2,1,3,1,0,0,3,3,15,-11
Julian Champagnie,28:31,2,8,25.0,2,7,28.6,0,0,0.0,0,4,4,5,1,1,1,1,6,-4
Sandro Mamukelashvili,12:46,3,6,50.0,2,4,50.0,2,2,100,2,0,2,0,1,0,1,1,10,0
Blake Wesley,22:21,3,7,42.9,1,3,33.3,0,0,0.0,0,3,3,5,2,1,2,1,7,-3
Jordan McLaughlin,DNP - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,41,88,46.6,15,38,39.5,12,14,85.7,9,35,44,30,6,5,17,18,109,-16
Jordan Goodwin,32:40,6,9,66.7,3,6,50.0,0,0,0.0,1,3,4,3,3,1,0,2,15,9
Dorian Finney-Smith,27:59,5,12,41.7,4,8,50.0,1,2,50.0,2,1,3,1,0,0,0,1,15,13
Jaxson Hayes,27:36,3,5,60.0,0,0,0.0,3,4,75.0,2,9,11,3,2,1,2,1,9,21
Austin Reaves,36:10,12,21,57.1,5,13,38.5,1,1,100,0,7,7,6,2,0,2,0,30,18
Luka Doncic,33:56,5,20,25.0,1,7,14.3,10,13,76.9,2,7,9,14,3,1,3,1,21,19
Gabe Vincent,27:58,4,6,66.7,3,5,60.0,0,0,0.0,0,2,2,1,2,0,0,3,11,9
Dalton Knecht,20:24,4,10,40.0,2,7,28.6,3,4,75.0,1,2,3,3,0,1,0,1,13,-5
Christian Koloko,8:50,2,2,100,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,4,-4
Jarred Vanderbilt,14:54,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,2,-2
Shake Milton,7:03,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,2,4
Bronny James,2:30,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-2
Alex Len,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Markieff Morris,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Cam Reddish,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,44,90,48.9,19,48,39.6,18,24,75.0,8,34,42,34,13,4,9,10,125,16
