PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Michael Porter Jr,40:53,7,18,38.9,3,10,30.0,4,4,100,1,9,10,5,2,0,0,3,21,20
Peyton Watson,35:26,5,8,62.5,1,2,50.0,2,6,33.3,0,5,5,1,1,4,1,3,13,14
Aaron Gordon,37:04,14,23,60.9,4,6,66.7,6,6,100,5,1,6,3,0,0,7,2,38,13
Hunter Tyson,19:44,4,9,44.4,1,4,25.0,0,0,0.0,4,3,7,2,2,0,0,3,9,-3
Russell Westbrook,42:12,5,18,27.8,2,9,22.2,0,0,0.0,4,8,12,16,3,2,7,4,12,5
Zeke Nnaji,10:56,2,2,100,1,1,100,2,2,100,1,2,3,0,1,0,0,1,7,-4
Vlatko Cancar,23:54,2,4,50.0,1,2,50.0,0,0,0.0,3,5,8,2,1,0,3,1,5,3
Jalen Pickett,10:59,1,6,16.7,1,4,25.0,0,0,0.0,0,1,1,2,1,0,2,3,3,-6
Spencer Jones,18:52,3,4,75.0,0,1,0.0,0,0,0.0,1,0,1,1,1,1,0,4,6,3
PJ Hall,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Dario Saric,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,43,92,46.7,14,39,35.9,14,18,77.8,19,34,53,32,12,7,20,24,114,9
Jimmy Butler II,33:22,8,16,50.0,1,4,25.0,6,10,60.0,3,5,8,6,2,1,2,2,23,-9
Draymond Green,32:31,5,6,83.3,0,1,0.0,0,1,0.0,0,6,6,5,3,5,4,5,10,-5
Quinten Post,8:26,2,3,66.7,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,4,-9
Moses Moody,25:20,4,9,44.4,1,4,25.0,0,0,0.0,2,0,2,0,2,1,0,2,9,-12
Stephen Curry,35:44,6,21,28.6,4,14,28.6,4,4,100,0,4,4,7,3,0,7,2,20,-7
Jonathan Kuminga,27:36,4,11,36.4,0,2,0.0,5,8,62.5,0,3,3,4,1,0,3,3,13,6
Buddy Hield,20:59,1,4,25.0,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0
Gui Santos,14:27,0,1,0.0,0,1,0.0,0,0,0.0,1,3,4,0,0,1,3,1,0,-4
Kevon Looney,15:13,3,3,100,0,0,0.0,0,3,0.0,4,3,7,0,1,1,1,3,6,-4
Gary Payton I,26:23,8,10,80.0,2,3,66.7,0,1,0.0,1,2,3,1,3,1,0,3,18,-1
Trayce Jackson-Davis,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Pat Spencer,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,41,84,48.8,8,33,24.2,15,27,55.6,11,27,38,24,16,10,20,21,105,-9
