PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Haywood Highsmith,27:11,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,2,2,0,2,1,2,3
Jaime Jaquez Jr,30:00,3,8,37.5,0,2,0.0,0,0,0.0,2,9,11,7,1,2,3,0,6,-1
Bam Adebayo,33:60,5,12,41.7,0,1,0.0,2,2,100,2,5,7,4,1,2,4,2,12,-5
Tyler Herro,30:22,10,18,55.6,0,3,0.0,0,0,0.0,1,2,3,1,0,0,2,0,20,-9
Duncan Robinson,27:51,8,12,66.7,5,9,55.6,1,1,100,1,1,2,2,1,0,2,1,22,-16
Davion Mitchell,34:52,3,10,30.0,0,2,0.0,6,6,100,2,2,4,5,3,1,3,2,12,-19
Kel'el Ware,19:15,5,6,83.3,0,1,0.0,0,0,0.0,1,5,6,0,1,1,2,2,10,-27
Kyle Anderson,16:53,3,6,50.0,0,0,0.0,1,1,100,0,1,1,1,0,0,0,3,7,-11
Terry Rozier,5:38,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-15
Pelle Larsson,13:57,1,2,50.0,1,1,100,1,2,50.0,0,3,3,0,0,0,1,0,4,-5
Kevin Love,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Andrew Wiggins,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,39,82,47.6,6,23,26.1,11,12,91.7,9,30,39,23,9,6,20,11,95,-21
OG Anunoby,31:42,3,13,23.1,1,6,16.7,2,2,100,0,1,1,2,1,2,1,4,9,-1
Josh Hart,29:17,5,9,55.6,2,5,40.0,0,0,0.0,2,11,13,11,4,1,2,0,12,31
Karl-Anthony Towns,31:03,10,17,58.8,3,5,60.0,0,0,0.0,3,4,7,3,0,1,3,3,23,16
Mikal Bridges,32:20,10,14,71.4,4,6,66.7,4,4,100,0,1,1,3,1,0,3,1,28,12
Miles McBride,29:25,4,12,33.3,2,4,50.0,0,0,0.0,1,1,2,3,2,0,0,1,10,9
Mitchell Robinson,23:44,5,7,71.4,0,0,0.0,0,0,0.0,5,4,9,1,2,2,0,0,10,8
Landry Shamet,25:12,3,9,33.3,3,6,50.0,0,0,0.0,1,2,3,0,2,0,1,2,9,14
Cameron Payne,18:35,3,8,37.5,1,1,100,0,0,0.0,1,1,2,5,0,0,3,1,7,12
Precious Achiuwa,10:01,2,3,66.7,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,4,10
Pacome Dadiet,2:54,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2
Tyler Kolek,2:54,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,-2
Anton Watson,2:54,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,-2
,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Delon Wright,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,47,95,49.5,16,34,47.1,6,6,100,13,28,41,30,12,6,13,14,116,21
