PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Cameron Johnson,28:42,4,9,44.4,1,5,20.0,2,3,66.7,1,1,2,4,2,1,0,2,11,-10
Ziaire Williams,28:06,5,11,45.5,3,7,42.9,2,2,100,1,3,4,0,1,0,1,5,15,-5
Nic Claxton,28:42,3,6,50.0,0,0,0.0,0,0,0.0,1,8,9,2,0,0,0,1,6,-10
Keon Johnson,23:03,5,12,41.7,3,6,50.0,0,0,0.0,0,3,3,1,2,0,1,4,13,-10
D'Angelo Russell,28:42,6,18,33.3,4,13,30.8,2,3,66.7,1,4,5,7,1,0,2,1,18,-10
Tyrese Martin,19:18,3,5,60.0,1,3,33.3,2,2,100,0,3,3,1,1,0,0,2,9,2
Day'Ron Sharpe,19:18,4,6,66.7,1,1,100,0,0,0.0,4,3,7,1,0,1,2,0,9,2
Maxwell Lewis,19:18,1,4,25.0,0,2,0.0,1,2,50.0,0,4,4,0,1,0,0,1,3,2
Noah Clowney,17:50,0,5,0.0,0,3,0.0,1,2,50.0,0,2,2,1,0,0,0,0,1,4
Trendon Watford,19:54,5,9,55.6,0,2,0.0,1,3,33.3,0,0,0,4,1,0,2,3,11,-3
Jalen Wilson,7:07,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Cam Thomas,NWT - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,36,88,40.9,13,45,28.9,11,17,64.7,8,31,39,21,9,2,8,19,96,-8
Sam Hauser,29:20,3,8,37.5,2,7,28.6,0,0,0.0,0,7,7,0,0,0,0,4,8,-7
Al Horford,31:36,1,5,20.0,1,5,20.0,1,2,50.0,0,5,5,6,0,0,2,2,4,18
Kristaps Porzingis,29:09,9,13,69.2,1,4,25.0,6,8,75.0,2,11,13,3,1,3,4,0,25,12
Derrick White,33:24,6,19,31.6,3,11,27.3,3,3,100,0,5,5,4,0,1,4,3,18,2
Jrue Holiday,37:53,5,14,35.7,0,5,0.0,2,2,100,1,5,6,8,3,1,2,2,12,13
Payton Pritchard,33:37,3,9,33.3,3,7,42.9,1,1,100,1,3,4,2,0,0,0,0,10,14
Luke Kornet,12:16,0,0,0.0,0,0,0.0,1,2,50.0,0,1,1,0,0,0,1,1,1,-10
Baylor Scheierman,15:55,7,8,87.5,6,7,85.7,0,0,0.0,2,1,3,1,2,0,0,1,20,4
Torrey Craig,8:08,0,2,0.0,0,2,0.0,2,2,100,0,2,2,0,0,0,0,1,2,-1
Neemias Queta,8:42,1,1,100,0,0,0.0,2,2,100,0,2,2,0,0,0,0,0,4,-5
JD Davison,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Miles Norris,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Drew Peterson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Xavier Tillman,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Jordan Walsh,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,35,79,44.3,16,48,33.3,18,22,81.8,6,42,48,24,6,5,13,14,104,8
