PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Kyle Kuzma,37:07,7,16,43.8,5,13,38.5,3,3,100,0,2,2,2,0,0,1,4,22,-8
Giannis Antetokounmpo,38:53,5,16,31.3,0,1,0.0,10,15,66.7,2,7,9,7,3,2,1,2,20,-7
Brook Lopez,32:59,7,10,70.0,2,4,50.0,0,0,0.0,1,3,4,1,1,0,0,0,16,-6
Taurean Prince,32:12,2,4,50.0,2,3,66.7,0,0,0.0,1,7,8,1,1,0,3,3,6,6
Damian Lillard,38:12,6,18,33.3,2,9,22.2,2,4,50.0,0,3,3,4,1,1,2,2,16,-8
Kevin Porter Jr,15:00,1,4,25.0,0,2,0.0,0,0,0.0,0,5,5,2,1,0,1,1,2,-10
Gary Trent Jr,25:58,3,9,33.3,1,4,25.0,3,3,100,0,1,1,0,1,1,0,0,10,-16
AJ Green,14:12,0,2,0.0,0,2,0.0,1,2,50.0,0,2,2,0,1,0,1,2,1,-5
Ryan Rollins,5:27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-1
Pat Connaughton,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Andre Jackson Jr,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Chris Livingston,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Pete Nance,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Tyler Smith,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,31,79,39.2,12,38,31.6,19,27,70.4,4,30,34,19,9,4,9,15,93,-11
Jimmy Butler II,36:59,6,13,46.2,1,4,25.0,11,11,100,2,6,8,10,0,0,5,2,24,14
Draymond Green,36:10,1,6,16.7,0,5,0.0,1,2,50.0,0,10,10,4,2,4,2,5,3,14
Quinten Post,23:07,5,10,50.0,4,9,44.4,0,0,0.0,1,3,4,3,1,0,3,5,14,9
Moses Moody,24:32,2,9,22.2,1,5,20.0,2,2,100,2,5,7,3,0,0,0,2,7,0
Brandin Podziemski,29:03,6,10,60.0,4,7,57.1,1,2,50.0,1,6,7,1,1,0,2,0,17,3
Gui Santos,8:22,1,1,100,1,1,100,0,0,0.0,2,2,4,1,0,0,2,1,3,-6
Jonathan Kuminga,23:47,2,10,20.0,0,2,0.0,6,6,100,1,1,2,2,0,0,2,4,10,-11
Buddy Hield,23:30,5,7,71.4,4,6,66.7,1,1,100,0,6,6,0,1,0,2,2,15,11
Gary Payton I,17:27,3,7,42.9,2,5,40.0,0,0,0.0,0,0,0,1,1,0,0,1,8,7
Kevon Looney,6:23,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,2,0,1,0,0
Pat Spencer,6:18,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,2,7
Trayce Jackson-Davis,4:22,0,1,0.0,0,0,0.0,1,2,50.0,0,1,1,0,0,0,0,1,1,7
Stephen Curry,DND - Rest,,,,,,,,,,,,,,,,,,,
TOTA,,32,77,41.6,17,44,38.6,23,26,88.5,9,43,52,25,7,6,18,24,104,11
