RANK,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
1,MIL,73,56,17,876.0,112.1,102.3,9.8,58.1,1.61,17.1,23.9,77.5,52.7,14.2,54.2,58.5,106.03,56.9,
2,TOR,72,53,19,864.0,112.0,103.4,8.6,63.4,1.62,18.4,26.4,71.8,50.3,15.6,54.7,58.4,99.5,54.6,
3,LAL,71,52,19,852.0,111.5,111.1,0.4,63.0,1.65,18.5,26.2,73.7,50.3,15.4,54.5,58.3,101.55,51.6,
4,LAC,72,49,23,864.0,115.1,107.1,8.0,56.2,1.65,16.4,29.6,69.6,50.3,13.7,53.3,58.1,101.83,54.3,
5,BOS,72,48,24,864.0,119.2,107.1,12.1,59.8,1.83,18.8,31.0,72.8,52.3,14.5,56.9,60.0,98.61,55.7,
6,DEN,73,46,27,876.0,114.7,108.1,6.6,64.3,2.13,19.5,29.5,72.5,50.9,13.0,53.9,57.0,96.08,54.1,
7,IND,73,45,28,876.0,109.5,108.1,1.3,60.7,1.83,18.4,26.5,72.8,49.7,13.8,52.4,56.1,98.71,52.5,
8,HOU,72,44,28,864.0,114.3,105.9,8.4,52.8,1.59,15.8,26.1,71.4,48.3,13.3,54.1,57.7,102.67,52.2,
8,MIA,73,44,29,876.0,110.0,111.2,-1.2,63.3,1.57,17.5,26.1,74.1,50.1,15.2,52.4,57.1,97.62,49.7,
8,OKC,72,44,28,864.0,110.5,114.8,-4.2,56.6,1.69,16.8,21.5,71.5,47.1,13.2,52.9,57.5,99.44,48.3,
8,UTA,72,44,28,864.0,114.4,108.8,5.7,58.8,1.51,17.9,25.6,71.4,50.6,16.1,57.8,61.0,98.72,53.8,
12,DAL,75,43,32,900.0,118.8,109.4,9.4,61.5,2.08,18.6,27.2,75.4,52.1,12.4,55.8,59.5,98.45,54.8,
12,PHI,73,43,30,876.0,109.2,110.1,-0.9,62.2,1.9,18.2,28.6,74.3,51.2,13.4,52.4,55.4,99.56,51.0,
14,BKN,72,35,37,864.0,110.4,111.6,-1.1,61.1,1.6,16.9,29.5,72.3,51.2,14.7,51.2,55.6,101.81,49.5,
14,POR,74,35,39,888.0,110.7,118.2,-7.5,49.1,1.4,14.8,27.2,68.2,47.8,14.1,52.1,56.1,100.92,44.4,
16,MEM,73,34,39,876.0,113.0,111.5,1.5,64.8,1.91,19.6,28.3,74.5,51.9,14.4,54.9,57.8,102.25,52.3,
16,PHX,73,34,39,876.0,113.4,109.4,3.9,66.3,1.84,19.0,29.3,73.3,51.0,14.5,53.1,57.5,101.1,52.3,
18,ORL,73,33,40,876.0,110.3,108.7,1.7,61.9,2.0,17.9,25.9,76.5,50.2,12.3,51.7,55.6,98.77,50.8,
19,SAS,71,32,39,852.0,115.6,115.8,-0.2,56.1,1.86,16.9,26.6,73.0,49.9,12.3,52.3,57.8,101.07,50.4,
20,SAC,72,31,41,864.0,108.4,114.4,-6.0,61.0,1.49,17.7,25.9,76.3,50.2,16.1,53.8,57.0,100.03,45.2,
21,NOP,72,30,42,864.0,111.5,109.2,2.3,62.2,1.53,18.3,31.1,73.5,52.5,16.8,54.3,57.4,103.56,51.8,
22,WAS,72,25,47,864.0,107.4,108.5,-1.1,62.3,1.66,17.5,27.9,71.5,48.8,14.5,50.3,54.3,102.19,48.2,
23,CHA,65,23,42,780.0,103.7,111.6,-7.9,65.7,1.58,17.6,28.2,70.1,48.4,15.5,49.2,53.0,95.38,44.9,
24,CHI,65,22,43,780.0,104.5,109.5,-5.0,59.5,1.35,16.9,25.9,72.4,48.3,16.9,52.0,55.6,100.8,46.7,
25,NYK,66,21,45,792.0,104.5,114.4,-9.9,56.5,1.52,16.1,30.4,73.0,50.4,14.6,49.7,52.6,98.36,44.3,
26,ATL,67,20,47,804.0,108.5,114.0,-5.5,61.3,1.62,17.7,27.4,66.7,46.9,15.1,52.3,55.5,102.66,46.3,
26,DET,66,20,46,792.0,106.6,110.0,-3.5,63.8,1.47,17.9,28.4,70.7,49.4,16.9,52.1,55.0,96.24,47.6,
28,CLE,65,19,46,780.0,105.8,119.1,-13.4,58.0,1.29,16.6,30.7,72.1,50.3,17.6,51.8,55.0,98.89,41.9,
28,MIN,64,19,45,768.0,103.4,113.9,-10.4,58.6,1.39,15.9,25.0,72.1,47.5,15.3,49.6,53.8,104.22,42.9,
30,GSW,65,15,50,780.0,102.7,111.4,-8.7,65.2,1.6,18.1,25.1,72.4,48.1,15.6,49.9,53.7,101.66,46.2,
