PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Jonathan Mogbo,27:58,2,5,40.0,0,0,0.0,1,1,100,1,4,5,4,0,0,3,1,5,1
Scottie Barnes,33:31,11,16,68.8,1,2,50.0,6,8,75.0,0,10,10,6,0,1,3,1,29,-1
Jakob Poeltl,27:38,8,9,88.9,0,0,0.0,2,2,100,1,7,8,2,0,2,2,4,18,3
Ochai Agbaji,25:47,4,6,66.7,1,3,33.3,0,0,0.0,3,2,5,1,0,1,2,6,9,-11
Immanuel Quickley,30:51,8,17,47.1,3,7,42.9,2,3,66.7,1,3,4,8,3,0,5,3,21,-2
Jamison Battle,33:02,5,12,41.7,4,10,40.0,0,0,0.0,0,2,2,2,1,0,1,4,14,-2
Colin Castleton,19:25,2,4,50.0,0,0,0.0,3,4,75.0,1,2,3,2,2,0,1,1,7,-8
Jamal Shead,26:38,4,7,57.1,2,3,66.7,1,1,100,0,4,4,6,1,0,5,3,11,6
,10:20,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,0
Garrett Temple,4:50,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-1
Chris Boucher,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Orlando Robinson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,44,78,56.4,11,26,42.3,15,19,78.9,7,37,44,32,7,4,23,24,114,-3
Moses Moody,27:25,0,5,0.0,0,3,0.0,4,4,100,0,1,1,2,2,1,1,1,4,4
Jimmy Butler II,35:51,4,15,26.7,1,2,50.0,7,10,70.0,3,8,11,12,2,2,2,2,16,5
Draymond Green,31:28,7,18,38.9,5,14,35.7,2,2,100,4,3,7,5,4,0,4,4,21,-5
Brandin Podziemski,34:51,6,14,42.9,3,7,42.9,0,0,0.0,1,2,3,1,1,0,0,1,15,7
Stephen Curry,25:01,6,8,75.0,2,4,50.0,3,5,60.0,0,2,2,1,0,1,3,0,17,-7
Gui Santos,10:12,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,-3
Jonathan Kuminga,25:15,7,15,46.7,1,5,20.0,1,1,100,0,4,4,3,2,0,2,3,16,-2
Quinten Post,21:59,6,10,60.0,6,9,66.7,0,0,0.0,0,2,2,0,1,1,0,2,18,5
Buddy Hield,19:23,1,4,25.0,1,3,33.3,5,5,100,2,3,5,4,1,0,2,2,8,7
Kevon Looney,8:35,1,1,100,0,0,0.0,0,1,0.0,1,1,2,0,0,0,0,0,2,4
Trayce Jackson-Davis,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
Gary Payton I,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Pat Spencer,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTA,,38,90,42.2,19,47,40.4,22,28,78.6,11,27,38,30,13,5,14,15,117,3
