PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Kyle Kuzma,31:19,9,16,56.3,0,4,0.0,2,5,40.0,2,3,5,5,0,0,0,0,20,23
Giannis Antetokounmpo,29:03,9,15,60.0,0,0,0.0,10,12,83.3,1,6,7,4,2,1,3,1,28,19
Brook Lopez,31:40,4,8,50.0,1,3,33.3,2,2,100,3,4,7,0,0,2,1,3,11,17
Taurean Prince,25:16,2,5,40.0,0,2,0.0,2,2,100,0,2,2,1,0,0,1,1,6,0
Ryan Rollins,29:12,3,11,27.3,2,7,28.6,2,2,100,1,4,5,4,3,1,1,3,10,12
Gary Trent Jr,27:02,6,10,60.0,6,10,60.0,5,5,100,0,3,3,3,2,0,0,1,23,28
Kevin Porter Jr,17:26,1,5,20.0,0,0,0.0,1,2,50.0,0,4,4,1,1,0,2,1,3,17
AJ Green,20:13,2,5,40.0,2,4,50.0,0,0,0.0,1,2,3,2,1,0,0,3,6,28
Pete Nance,7:19,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1
Pat Connaughton,6:53,1,3,33.3,0,2,0.0,0,0,0.0,0,2,2,3,1,0,1,0,2,4
Andre Jackson Jr,6:53,1,1,100,0,0,0.0,1,2,50.0,1,1,2,1,2,0,0,0,3,4
Chris Livingston,4:23,1,1,100,0,0,0.0,2,2,100,1,0,1,0,0,0,0,0,4,-2
Tyler Smith,3:21,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-6
Jericho Sims,DNP - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,40,84,47.6,11,35,31.4,27,34,79.4,10,31,41,24,12,4,9,14,118,29
Dalton Knecht,31:04,5,14,35.7,3,6,50.0,4,5,80.0,0,4,4,3,1,0,3,0,17,-10
Markieff Morris,28:25,3,11,27.3,1,7,14.3,2,2,100,1,3,4,2,0,1,0,2,9,7
Jaxson Hayes,16:05,4,5,80.0,0,1,0.0,1,2,50.0,0,5,5,3,0,0,1,4,9,-5
Jordan Goodwin,31:03,3,8,37.5,2,3,66.7,0,0,0.0,1,7,8,5,1,2,3,0,8,-18
Gabe Vincent,25:03,3,12,25.0,2,7,28.6,1,2,50.0,0,2,2,4,0,0,2,4,9,-6
Shake Milton,22:30,2,6,33.3,0,1,0.0,0,0,0.0,4,2,6,3,0,0,2,6,4,-37
Trey Jemison II,16:19,2,3,66.7,0,0,0.0,0,0,0.0,2,3,5,0,0,0,1,1,4,-19
Bronny James,29:53,7,10,70.0,2,4,50.0,1,1,100,0,3,3,5,0,1,4,4,17,-36
Cam Reddish,22:21,1,6,16.7,0,1,0.0,0,0,0.0,2,2,4,0,2,0,0,0,2,-17
Alex Len,17:17,4,7,57.1,1,2,50.0,1,4,25.0,4,5,9,1,1,0,3,4,10,-4
Dorian Finney-Smith,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,
TOTA,,34,82,41.5,11,32,34.4,10,16,62.5,14,36,50,26,5,4,19,25,89,-29
